log10(M_1i)(Msun),q_i(M_2i/M_1i),log10(P_i)(days),logL_1,logL_2,logT_1,logT_2,M_env_1,He_core_1,R_1(Rsun),R_2(Rsun),Mdot_w_1,Mdot_w_2,Mdot_rlo_2,case
1.14,0.625,1.4,4.995143,3.85318,4.553804,4.41331,0.1532594,4.770954,8.15415570269354,4.199793141606638,1.1684200477776515e-06,2.1936685048635764e-10,0.0,EB
1.14,0.675,1.4,4.996353,3.976109,4.545364,4.423309,0.1556407,4.779105,8.491278788180706,4.620571552929887,1.164026855163216e-06,4.1724294298676785e-10,0.0,EB
1.14,0.725,1.4,4.99701,4.094231,4.54355,4.430822,0.1575151,4.782841,8.576081508992834,5.113635873517314,1.164391429083984e-06,7.550696253703239e-10,0.0,EB
1.14,0.775,1.4,4.997658,4.213375,4.538269,4.433761,0.159093,4.786917,8.804897406684177,5.786600496999191,1.1602912041795996e-06,1.3125443897503437e-09,0.0,EB
1.14,0.825,1.4,4.998161,4.331546,4.5344,4.431506,0.1599728,4.790992,8.962546047773673,6.699122201325784,1.158230507619113e-06,2.158420216017236e-09,0.0,EB
1.14,0.875,1.4,4.998566,4.447825,4.531727,4.422356,0.1620386,4.792011,9.09143839021174,7.988339244958581,1.1558939749596754e-06,3.2720731188593656e-09,0.0,EB
1.14,0.925,1.4,4.998789,4.57419,4.531142,4.393692,0.1608537,4.795407,9.125651931644775,10.543043538936443,1.156575531139973e-06,4.118480366797809e-09,0.0,EB
1.14,0.375,1.5,4.984604,3.125164,4.625601,4.328323,0.1288943,4.704955,5.809936690335327,2.686543642432104,1.2081337032801834e-06,1.1486533935836652e-10,0.0,EB
1.14,0.425,1.5,4.989107,3.292354,4.595954,4.350129,0.1392896,4.732234,6.676714408394524,2.9456307169936395,1.1891701521626775e-06,2.4567275721502694e-10,0.0,EB
1.14,0.475,1.5,4.991567,3.445308,4.580261,4.369472,0.1442297,4.748538,7.199963586308825,3.21342301618653,1.1835374374234103e-06,4.925938665593348e-10,0.0,EB
1.14,0.525,1.5,4.993785,3.587258,4.563457,4.386395,0.1496971,4.762463,7.797272279872253,3.5002381984997775,1.173180943696319e-06,9.393836564786345e-10,0.0,EB
1.14,0.575,1.5,4.995531,3.722772,4.553099,4.40079,0.1525416,4.77469,8.184344468815862,3.8288195606850195,1.169636735549088e-06,1.0806971346869235e-10,0.0,EB
1.14,0.625,1.5,4.996581,3.852939,4.544317,4.413251,0.1562431,4.780549,8.528691394239225,4.199780570130048,1.1636972285247129e-06,2.1897876394201039e-10,0.0,EB
1.14,0.675,1.5,4.997536,3.975897,4.538879,4.423262,0.1578217,4.787256,8.766527510155672,4.6204375002088485,1.1611651690004722e-06,4.1662468662220147e-10,0.0,EB
1.14,0.725,1.5,4.998223,4.094046,4.536106,4.430782,0.1601412,4.790653,8.908289044307658,5.11348280624572,1.1595727476839448e-06,7.541174668105882e-10,0.0,EB
1.14,0.775,1.5,4.998755,4.21326,4.531224,4.433733,0.1623567,4.793455,9.124901813009302,5.786567186744957,1.1560350454119079e-06,1.3114870300721734e-09,0.0,EB
1.14,0.825,1.5,4.999302,4.331457,4.528203,4.431484,0.162907,4.797445,9.261364988591016,6.699125286386277,1.1544523177658728e-06,2.1570588802388327e-09,0.0,EB
1.14,0.875,1.5,4.999482,4.447732,4.526164,4.422343,0.1627507,4.800162,9.344050996515355,7.987962180325246,1.1536073117158697e-06,3.270197634089537e-09,0.0,EB
1.14,0.925,1.5,4.999916,4.574088,4.523909,4.393671,0.1652931,4.801521,9.442917600034598,10.542800779182452,1.1516274285202151e-06,4.11556059160543e-09,0.0,EB
1.14,0.375,1.6,4.987061,3.12445,4.609295,4.32814,0.1345297,4.719962,6.266723020827008,2.686600554192058,1.195170871363793e-06,1.1444978996331078e-10,0.0,EB
1.14,0.425,1.6,4.990703,3.291949,4.584901,4.350025,0.1433316,4.741745,7.04029569414699,2.9456598821691506,1.1835210863623974e-06,2.451675572821568e-10,0.0,EB
1.14,0.475,1.6,4.993283,3.444929,4.567103,4.369377,0.1483696,4.758727,7.663603021852358,3.2134311552947654,1.171302310575559e-06,4.916454225146936e-10,0.0,EB
1.14,0.525,1.6,4.99535,3.58694,4.553318,4.386316,0.1529945,4.772652,8.173722702971846,3.5002253031694552,1.1682048366731844e-06,9.378729280167656e-10,0.0,EB
1.14,0.575,1.6,4.99675,3.722562,4.545865,4.400738,0.1554005,4.781822,8.488794106312277,3.8288036915887855,1.1657918101101135e-06,1.0790063486766812e-10,0.0,EB
1.14,0.625,1.6,4.997649,3.852764,4.537622,4.413207,0.1592498,4.786917,8.827414097667171,4.199769932756172,1.1599546226844207e-06,2.1869859853531072e-10,0.0,EB
1.14,0.675,1.6,4.998531,3.975758,4.532071,4.423228,0.161481,4.79337,9.076746365879515,4.620413030687468,1.1574120511735815e-06,4.1621142747354475e-10,0.0,EB
1.14,0.725,1.6,4.999402,4.093957,4.528677,4.430753,0.1624505,4.798804,9.234106944261205,5.1136417608115705,1.1569404352522444e-06,7.53594985580784e-10,0.0,EB
1.14,0.775,1.6,4.999729,4.213154,4.525427,4.433709,0.1636629,4.801521,9.38121523116472,5.7865165555257585,1.153705598225569e-06,1.3105270818284414e-09,0.0,EB
1.14,0.825,1.6,5.000378,4.331344,4.521889,4.431456,0.1645525,4.805766,9.553596615882318,6.6991006059421085,1.1521207541014437e-06,2.155336084951688e-09,0.0,EB
1.14,0.875,1.6,5.000635,4.447607,4.519059,4.422315,0.1669494,4.806955,9.681411949719744,7.987849984041086,1.148301679441473e-06,3.2673676138128675e-09,0.0,EB
1.14,0.925,1.6,5.000949,4.573996,4.517793,4.393651,0.1676486,4.808314,9.761559369727737,10.542655126013116,1.1482858151770839e-06,4.112870165697246e-09,0.0,EB
1.14,0.375,1.7,4.989033,3.123884,4.595424,4.327994,0.1380775,4.732915,6.700933376209159,2.6866549926557974,1.188138311704254e-06,1.1412137614401204e-10,0.0,EB
1.14,0.425,1.7,4.992405,3.291506,4.573348,4.349912,0.1473436,4.752614,7.432383320016774,2.945686334554804,1.1787046586027245e-06,2.4461551547048824e-10,0.0,EB
1.14,0.475,1.7,4.994941,3.444536,4.556875,4.369278,0.1513512,4.770614,8.034878242218273,3.2134437339571327,1.1733673515817286e-06,4.906682989145151e-10,0.0,EB
1.14,0.525,1.7,4.996743,3.586655,4.544217,4.386245,0.1559684,4.781822,8.538120897406596,3.500221273388472,1.1631962676615262e-06,9.36522034680119e-10,0.0,EB
1.14,0.575,1.7,4.997755,3.722367,4.539073,4.40069,0.1598352,4.786917,8.760342783264347,3.8287922306157434,1.1621066864297972e-06,1.0774372841453333e-10,0.0,EB
1.14,0.625,1.7,4.998915,3.85259,4.529991,4.413165,0.1625071,4.795068,9.184753389550592,4.199750592145423,1.1551303641048157e-06,2.1842130623106248e-10,0.0,EB
1.14,0.675,1.7,4.99947,3.97566,4.526483,4.423204,0.1627458,4.800162,9.322781377886137,4.620397072373775,1.1556118856974093e-06,4.159182719211593e-10,0.0,EB
1.14,0.725,1.7,5.000294,4.093814,4.523438,4.430724,0.165451,4.804238,9.485617323335264,5.113486338515725,1.1531186599022792e-06,7.528752146516385e-10,0.0,EB
1.14,0.775,1.7,5.000656,4.213026,4.51911,4.433682,0.1656877,4.808314,9.68442856437817,5.786376655775961,1.1492989237182138e-06,1.3094231054348405e-09,0.0,EB
1.14,0.825,1.7,5.001352,4.331226,4.515734,4.431426,0.1689171,4.811031,9.841305190484563,6.699128371448192,1.1487089372423448e-06,2.1535254076143645e-09,0.0,EB
1.14,0.875,1.7,5.001487,4.447516,4.513508,4.422293,0.1695583,4.812389,9.946216309503752,7.98782975209198,1.1455577822205397e-06,3.2652692615409732e-09,0.0,EB
1.14,0.925,1.7,5.001324,4.573923,4.515034,4.393646,0.1691314,4.81137,9.863610176296328,10.541999711652407,1.1485158684636606e-06,4.1112510745361665e-09,0.0,EB
1.14,0.375,1.8,4.990778,3.123375,4.583689,4.327864,0.1422623,4.743613,7.080013731609466,2.6866995340375137,1.1824288023506227e-06,1.138258756570812e-10,0.0,EB
1.14,0.425,1.8,4.993993,3.291102,4.562796,4.34981,0.1493683,4.764161,7.8188557336392295,2.9457066827054117,1.172746107120453e-06,2.441147380124516e-10,0.0,EB
1.14,0.475,1.8,4.996291,3.444223,4.546649,4.369199,0.156705,4.777237,8.444530332340982,3.213448913420654,1.1624867191891466e-06,4.898904800782487e-10,0.0,EB
1.14,0.525,1.8,4.99789,3.586412,4.536435,4.386185,0.1605032,4.787936,8.874019934991596,3.5002107959796294,1.1590041739454042e-06,9.35366905630065e-10,0.0,EB
1.14,0.575,1.8,4.998979,3.72219,4.531462,4.400646,0.1613735,4.796426,9.11711850858955,3.8287816512864628,1.1578225400678348e-06,1.0760092381227732e-10,0.0,EB
1.14,0.625,1.8,4.999842,3.852458,4.524456,4.413133,0.1654165,4.800842,9.436655484082502,4.1997273835300915,1.1522985091694512e-06,2.1821118110488424e-10,0.0,EB
1.14,0.675,1.8,5.000429,3.975513,4.519631,4.423168,0.1654633,4.806615,9.64432861846143,4.620392816832766,1.144308173486734e-06,4.154837091063636e-10,0.0,EB
1.14,0.725,1.8,5.001234,4.09368,4.517623,4.430689,0.1673156,4.81137,9.74959330734258,5.1135157741939885,1.1498097844266269e-06,7.521561311875113e-10,0.0,EB
1.14,0.775,1.8,5.001493,4.212936,4.515169,4.433654,0.1685971,4.812389,9.882039829997622,5.786517887920587,1.1473105840198378e-06,1.3085219133148566e-09,0.0,EB
1.14,0.825,1.8,5.001905,4.331163,4.512304,4.431408,0.1693071,4.815785,9.993317829040535,6.699182360261676,1.1465605636881492e-06,2.1525388572327462e-09,0.0,EB
1.14,0.875,1.8,5.002214,4.447438,4.509242,4.422276,0.1703268,4.81816,10.147638792163079,7.987730432357802,1.1435601158920542e-06,3.2635629943074662e-09,0.0,EB
1.14,0.925,1.8,5.002188,4.573866,4.510944,4.393615,0.169516,4.81816,10.070522404541649,10.542873606521725,1.1461355938894038e-06,4.108658070106244e-09,0.0,EB
1.14,0.425,1.9,4.995696,3.29067,4.551402,4.349699,0.1546672,4.773501,8.261138437679351,2.9457426314483337,1.1667478250933065e-06,2.4358077055184204e-10,0.0,EB
1.14,0.475,1.9,4.997404,3.443967,4.540479,4.369135,0.1572769,4.786577,8.7070151475486,3.2134622320794723,1.1646890703674948e-06,4.892558193671908e-10,0.0,EB
1.14,0.525,1.9,4.998883,3.586264,4.530447,4.386148,0.1622869,4.795068,9.149740984238798,3.5002099900264025,1.1555134367872308e-06,9.346693470114323e-10,0.0,EB
1.14,0.575,1.9,4.999934,3.72203,4.525373,4.400607,0.1635295,4.803304,9.3740226812905,3.8287763616327837,1.1541626076313522e-06,1.0747266049314164e-10,0.0,EB
1.14,0.625,1.9,5.000792,3.852303,4.518469,4.413094,0.1677532,4.807295,9.697984820215867,4.1997293175764705,1.1484365345382558e-06,2.1796361388977851e-10,0.0,EB
1.14,0.675,1.9,5.001266,3.975392,4.515236,4.423137,0.1680123,4.81137,9.858290236316492,4.6204162223568215,1.1461646240791098e-06,4.1511554797795894e-10,0.0,EB
1.14,0.725,1.9,5.001969,4.093584,4.513341,4.430665,0.1691336,4.81587,9.958779118265232,5.11352519364682,1.1483069675783067e-06,7.516384702606417e-10,0.0,EB
1.14,0.775,1.9,5.002155,4.212846,4.510826,4.433632,0.170331,4.817143,10.074673954063227,5.786517887920587,1.1454496398100943e-06,1.3077056496089043e-09,0.0,EB
1.14,0.825,1.9,5.002519,4.331097,4.509279,4.431392,0.1710779,4.819176,10.160638497548895,6.699177732632042,1.1447614603557604e-06,2.151547804671598e-09,0.0,EB
1.14,0.875,1.9,5.002591,4.447398,4.507422,4.422265,0.1723804,4.819176,10.255314891304872,7.987758021048976,1.1418735152642897e-06,3.262616288076929e-09,0.0,EB
1.14,0.925,1.9,5.002687,4.573824,4.507624,4.393603,0.1713233,4.82053,10.226664298767194,10.542946434364074,1.141371436839402e-06,4.10738109638822e-09,0.0,EB
1.14,0.425,2.0,4.996783,3.290364,4.544168,4.349622,0.1564196,4.781822,8.541341771800155,2.9457528057005105,1.1636114873030576e-06,2.432052804143304e-10,0.0,EB
1.14,0.475,2.0,4.998543,3.443761,4.532,4.369082,0.1613015,4.79269,9.079077012917379,3.2134755507934907,1.1516778123051725e-06,4.887446314719409e-10,0.0,EB
1.14,0.525,2.0,5.000257,3.586021,4.522974,4.386087,0.1658825,4.803219,9.515966401880831,3.5002220793442977,1.1527045302865558e-06,9.33518652615056e-10,0.0,EB
1.14,0.575,2.0,5.000997,3.721855,4.519395,4.400563,0.1666286,4.808993,9.657699763045722,3.8287701903793945,1.1520172973598877e-06,1.0733243942261523e-10,0.0,EB
1.14,0.625,2.0,5.001635,3.852161,4.513219,4.413059,0.1687066,4.814087,9.95463406784199,4.19973125162374,1.1452703041722208e-06,2.1773738360088787e-10,0.0,EB
1.14,0.675,2.0,5.002112,3.975256,4.511122,4.423102,0.1707175,4.816804,10.069363059541821,4.620419414028378,1.148611076408285e-06,4.1471142497336757e-10,0.0,EB
1.14,0.725,2.0,5.002496,4.093499,4.51016,4.430643,0.1711173,4.819516,10.102712636286148,5.113547564916835,1.1460221192935996e-06,7.511834309216655e-10,0.0,EB
1.14,0.775,2.0,5.002676,4.212781,4.507961,4.433615,0.1730111,4.819174,10.223156283625562,5.786533876682472,1.1431546835298053e-06,1.3071125967298548e-09,0.0,EB
1.14,0.825,2.0,5.002918,4.33105,4.506861,4.431379,0.173549,4.820529,10.289469874971326,6.699225551625735,1.1446270368043612e-06,2.1508295769015852e-09,0.0,EB
1.14,0.875,2.0,5.003038,4.44735,4.504614,4.422253,0.173179,4.822559,10.39228384176498,7.9877451463145706,1.1399531421508063e-06,3.261572224390554e-09,0.0,EB
1.14,0.925,2.0,5.003226,4.573764,4.50362,4.393585,0.1729385,4.824588,10.440781328420023,10.543043538936443,1.1366925144219965e-06,4.105452200176654e-09,0.0,EB
1.14,0.425,2.1,4.998036,3.290059,4.535873,4.349545,0.160778,4.788275,8.91484712217774,2.9457643365621253,1.1589934991716274e-06,2.428298099739217e-10,0.0,EB
1.14,0.475,2.1,4.999718,3.443532,4.524829,4.369024,0.1644298,4.800162,9.40342792185468,3.2134822101712017,1.1509858910011753e-06,4.88177770901458e-10,0.0,EB
1.14,0.525,2.1,5.00107,3.58583,4.51719,4.386039,0.1673778,4.810351,9.75521173250033,3.500221273388472,1.1493889034316809e-06,9.326162964371946e-10,0.0,EB
1.14,0.575,2.1,5.001655,3.721714,4.5151,4.400528,0.1678263,4.814767,9.861080406047813,3.8287763616327837,1.1488094516425499e-06,1.0721930801602999e-10,0.0,EB
1.14,0.625,2.1,5.00232,3.852045,4.509748,4.41303,0.1708475,4.81816,10.130502778478698,4.199726416507237,1.1437312830917909e-06,2.1755496543490182e-10,0.0,EB
1.14,0.675,2.1,5.002588,3.975185,4.507986,4.423084,0.1713351,4.820529,10.20659776826051,4.620446011377097,1.1418814030743373e-06,4.1449948949332517e-10,0.0,EB
1.14,0.725,2.1,5.003021,4.093434,4.507283,4.430625,0.1728022,4.822221,10.254370385393937,5.113575823503064,1.1439551557804697e-06,7.508375778093717e-10,0.0,EB
1.14,0.775,2.1,5.003256,4.212707,4.504309,4.433595,0.1720227,4.82556,10.401883849362576,5.78657118396534,1.1406857075455969e-06,1.3064265565680572e-09,0.0,EB
1.14,0.825,2.1,5.003602,4.330963,4.503211,4.431355,0.1734987,4.827293,10.46041705207254,6.699293424331871,1.142152250938015e-06,2.1494878766950783e-09,0.0,EB
1.14,0.875,2.1,5.003781,4.447264,4.500477,4.422232,0.1749694,4.827716,10.626396093965928,7.987723075389582,1.1376770571011125e-06,3.259627701951009e-09,0.0,EB
1.14,0.925,2.1,5.004027,4.573686,4.498754,4.393558,0.1756182,4.829238,10.702444884983475,10.543407689048367,1.1343837587941983e-06,4.102721147735459e-09,0.0,EB
1.14,0.425,2.2,4.999124,3.289832,4.529009,4.349488,0.1631313,4.796087,9.218560282670692,2.9457758674688765,1.1550159989704774e-06,2.4255207817886486e-10,0.0,EB
1.14,0.475,2.2,5.000744,3.44329,4.518704,4.368963,0.1674894,4.806955,9.703539989910025,3.2134962689027984,1.1468351621049862e-06,4.875823767212349e-10,0.0,EB
1.14,0.525,2.2,5.001767,3.585692,4.512292,4.386004,0.1693478,4.814427,10.008776698474017,3.5002253031694552,1.1420023563182905e-06,9.319722903801148e-10,0.0,EB
1.14,0.575,2.2,5.00244,3.721575,4.510418,4.400493,0.1715354,4.817822,10.09015877063823,3.828779888067758,1.1441948798169871e-06,1.0710851546836627e-10,0.0,EB
1.14,0.625,2.2,5.002707,3.85198,4.507355,4.413013,0.1714306,4.821206,10.233943147218586,4.19973125162374,1.1439182796176034e-06,2.1745229720988168e-10,0.0,EB
1.14,0.675,2.2,5.003179,3.975099,4.503486,4.423062,0.1735095,4.823404,10.441310239140202,4.620444947480209,1.1374727467867733e-06,4.142485529311776e-10,0.0,EB
1.14,0.725,2.2,5.00367,4.093332,4.502616,4.430599,0.1728774,4.828688,10.505313084686577,5.1135946626473086,1.1388407534661042e-06,7.502931820268754e-10,0.0,EB
1.14,0.775,2.2,5.004058,4.212598,4.499791,4.433566,0.1745576,4.830548,10.65896411269302,5.786611156321044,1.1383059344260913e-06,1.3054132004345797e-09,0.0,EB
1.14,0.825,2.2,5.0045,4.330861,4.498165,4.431326,0.1762922,4.832365,10.769436999228846,6.699390606903735,1.1386781838506044e-06,2.147904658848132e-09,0.0,EB
1.14,0.875,2.2,5.004609,4.44714,4.495284,4.422214,0.1763553,4.835028,10.900414179484388,7.987252243517331,1.1353297024564346e-06,3.257196804104019e-09,0.0,EB
1.14,0.925,2.2,5.005111,4.573579,4.492633,4.393522,0.1779331,4.8371,11.03933722017627,10.54389324209604,1.1324811970145525e-06,4.099038524319273e-09,0.0,EB
1.14,0.425,2.3,5.000284,3.289538,4.522553,4.349413,0.1662722,4.803686,9.512299153334933,2.9457935030606253,1.1526886051949544e-06,2.4219211511206217e-10,0.0,EB
1.14,0.475,2.3,5.00164,3.443099,4.51345,4.368914,0.1682257,4.813748,9.945943779325606,3.2135110676340837,1.1455076661756365e-06,4.871110706914946e-10,0.0,EB
1.14,0.525,2.3,5.002555,3.585535,4.507902,4.385964,0.1710052,4.819684,10.23712485257391,3.5002373925402406,1.1390846514094015e-06,9.31232233168241e-10,0.0,EB
1.14,0.575,2.3,5.002838,3.72149,4.507106,4.400471,0.1728376,4.820699,10.276849582345445,3.8287860593367773,1.1393390952392403e-06,1.0704120759904212e-10,0.0,EB
1.14,0.625,2.3,5.003389,3.851856,4.503826,4.412982,0.1729453,4.826279,10.434220255827215,4.199730284599995,1.1409168652439866e-06,2.1725661066701542e-10,0.0,EB
1.14,0.675,2.3,5.003964,3.975005,4.498919,4.42303,0.1754769,4.828773,10.699783740557328,4.620620493781297,1.133848422049414e-06,4.139415294650431e-10,0.0,EB
1.14,0.725,2.3,5.004502,4.093211,4.496805,4.430566,0.1750767,4.834141,10.808464488276831,5.113647648112604,1.1324994506019155e-06,7.49642154199202e-10,0.0,EB
1.14,0.775,2.3,5.005011,4.212463,4.494298,4.433531,0.1785125,4.835916,10.951282948972711,5.786652461378682,1.1369699853936826e-06,1.304160372984707e-09,0.0,EB
1.14,0.825,2.3,5.005731,4.330726,4.491442,4.431285,0.1794852,4.840122,11.110049655742941,6.699631255530118,1.1362712021909722e-06,2.1457345789329696e-09,0.0,EB
1.14,0.875,2.3,5.006113,4.447001,4.487441,4.422161,0.1805185,4.844285,11.360906876131923,7.987934590928932,1.1317539006789399e-06,3.2534339928867795e-09,0.0,EB
1.14,0.925,2.3,5.006832,4.573409,4.482599,4.393469,0.1829924,4.848639,11.633462654016537,10.544403096862203,1.1264476154236736e-06,4.093398254152804e-09,0.0,EB
1.14,0.425,2.4,5.001275,3.289276,4.516173,4.349346,0.1688317,4.810351,9.819265433596854,2.945811138757954,1.1482858151770839e-06,2.4187166821905027e-10,0.0,EB
1.14,0.475,2.4,5.002352,3.442921,4.509493,4.368869,0.1701797,4.8185,10.139837614542577,3.2135177270853963,1.1434969221707589e-06,4.86674957920565e-10,0.0,EB
1.14,0.525,2.4,5.002832,3.585466,4.505455,4.385946,0.1718938,4.821883,10.33410809587281,3.5002535117662403,1.1378473437291281e-06,9.309192265311711e-10,0.0,EB
1.14,0.575,2.4,5.003572,3.721345,4.502279,4.400434,0.1730526,4.827293,10.5169061884798,3.828796638678239,1.1354107453395299e-06,1.0692518245477162e-10,0.0,EB
1.14,0.625,2.4,5.004143,3.851714,4.497914,4.412947,0.1751419,4.83133,10.756005113035568,4.1997331856719,1.1332950712344043e-06,2.1703461235220784e-10,0.0,EB
1.14,0.675,2.4,5.004856,3.97485,4.493185,4.422991,0.1779841,4.835071,11.015317004037158,4.620642836516241,1.1283660221102757e-06,4.134823729518406e-10,0.0,EB
1.14,0.725,2.4,5.00573,4.093033,4.489856,4.430518,0.1793144,4.841369,11.209235666382142,5.113728893559043,1.1298219294846147e-06,7.486778767140571e-10,0.0,EB
1.14,0.775,2.4,5.006573,4.212256,4.484571,4.433475,0.1825642,4.846653,11.523409621973789,5.786755059087863,1.1255038890654012e-06,1.3022399066345874e-09,0.0,EB
1.14,0.825,2.4,5.007591,4.330487,4.480874,4.43122,0.1859942,4.85257,11.736321557184642,6.699791692750094,1.1291717388593335e-06,2.1420568855810754e-09,0.0,EB
1.14,0.875,2.4,5.007992,4.446798,4.477727,4.422107,0.1867732,4.856375,11.872905195527203,7.988070699541949,1.1255375799598456e-06,3.2486879682847497e-09,0.0,EB
1.14,0.925,2.4,5.0088,4.573217,4.472064,4.393405,0.1879005,4.863687,12.040069670581286,10.54513150358175,1.1202398044680014e-06,4.086928124684747e-09,0.0,EB
1.14,0.425,2.5,5.002013,3.289075,4.511204,4.349293,0.1690824,4.817143,10.047892962603909,2.9458430189402898,1.1412847126740777e-06,2.416272994352279e-10,0.0,EB
1.14,0.475,2.5,5.002737,3.442803,4.507116,4.368839,0.172825,4.819854,10.268783557064753,3.213526606375281,1.1417972692428862e-06,4.86396005880595e-10,0.0,EB
1.14,0.525,2.5,5.003609,3.585297,4.50111,4.385903,0.1743437,4.826617,10.592293352397167,3.5002744668710175,1.1361953302513535e-06,9.301350284289801e-10,0.0,EB
1.14,0.575,2.5,5.004391,3.721185,4.497255,4.400394,0.1762264,4.831626,10.80134903240404,3.828796638678239,1.1335195111727091e-06,1.0679895419960848e-10,0.0,EB
1.14,0.625,2.5,5.005198,3.851518,4.491436,4.412897,0.1789394,4.837691,11.125101962068328,4.199744789979566,1.1294551759540713e-06,2.1672549322787126e-10,0.0,EB
1.14,0.675,2.5,5.00632,3.974615,4.485965,4.422929,0.1823935,4.84437,11.454549148127702,4.620692842076407,1.1326611380767867e-06,4.127812862513786e-10,0.0,EB
1.14,0.725,2.5,5.007619,4.092758,4.479373,4.430445,0.1844301,4.85443,11.833330653962866,5.1138489978878265,1.1235567158651814e-06,7.471950738668273e-10,0.0,EB
1.14,0.775,2.5,5.008589,4.21199,4.473435,4.433403,0.1880185,4.860728,12.003447574237882,5.786906960335187,1.119752394960567e-06,1.2997774557832486e-09,0.0,EB
1.14,0.825,2.5,5.00977,4.330239,4.46852,4.431148,0.1901289,4.86952,12.271622866452399,6.7000909801399215,1.1160406156337808e-06,2.138208245653681e-09,0.0,EB
1.14,0.875,2.5,5.010743,4.4465,4.46107,4.422019,0.1942975,4.875924,12.70849141841799,7.988537900801973,1.1118750885107811e-06,3.241529661850329e-09,0.0,EB
1.14,0.925,2.5,5.012156,4.572913,4.453617,4.393297,0.1990044,4.885076,13.196871866956144,10.5467098907651,1.1094149143684922e-06,4.0763174682429405e-09,0.0,EB
1.14,0.475,2.6,5.003411,3.44263,4.50317,4.368795,0.1726888,4.826405,10.465018489910968,3.213542885137125,1.1399820157466983e-06,4.859728420866218e-10,0.0,EB
1.14,0.525,2.6,5.004451,3.585116,4.496746,4.385857,0.1758791,4.83245,10.845635385611917,3.50028010865143,1.1344568975756062e-06,9.293001344860216e-10,0.0,EB
1.14,0.575,2.6,5.00558,3.720951,4.490823,4.400335,0.1779261,4.840862,11.177920075672338,3.828810744512325,1.1314803079893526e-06,1.0661320517622694e-10,0.0,EB
1.14,0.625,2.6,5.006976,3.851217,4.481334,4.41282,0.1841252,4.848386,11.693324448812234,4.199789273455988,1.1255894140744258e-06,2.16246456662355e-10,0.0,EB
1.14,0.675,2.6,5.008345,3.974227,4.474664,4.422844,0.1865326,4.859333,11.979067166354136,4.620447075274231,1.120386842623012e-06,4.1166979201420514e-10,0.0,EB
1.14,0.725,2.6,5.009839,4.092427,4.467725,4.430355,0.1906901,4.870154,12.312663201028672,5.113999721036575,1.117148739928882e-06,7.454216461646256e-10,0.0,EB
1.14,0.775,2.6,5.01128,4.21162,4.457844,4.433301,0.1963311,4.879834,12.90101855911354,5.787168133204343,1.1115986226914137e-06,1.2963223237262645e-09,0.0,EB
1.14,0.825,2.6,5.013573,4.329786,4.443336,4.431013,0.2031014,4.896108,13.773236347374073,6.70075593966144,1.1043074447586979e-06,2.1310664896993038e-09,0.0,EB
1.14,0.875,2.6,5.015361,4.446068,4.428706,4.421894,0.2071263,4.908938,14.79339998858983,7.989178047681428,1.0953981421292095e-06,3.2311937491063784e-09,0.0,EB
1.14,0.925,2.6,5.02294,4.572412,4.335341,4.393119,0.234033,4.965157,22.781798169457808,10.549284382814939,1.0703110274498203e-06,4.058747181044528e-09,0.0,EB
1.14,0.975,2.6,5.029527,4.763136,4.096113,3.564369,0.2883133,5.023872,68.61909721878999,597.1658997011712,1.018169304727331e-06,6.058568185870774e-07,0.0,EB
1.12,0.425,1.0,4.926947,3.230826,4.594258,4.341281,0.1219781,4.355722,6.275073253233614,2.8583111272825277,1.0425502577773175e-06,1.8614698225827226e-10,0.0,EB
1.12,0.475,1.0,4.932532,3.383175,4.568736,4.360533,0.1304671,4.387638,7.095975379834057,3.117305027786439,1.027228357609903e-06,3.722982544509267e-10,0.0,EB
1.12,0.525,1.0,4.935586,3.524752,4.552327,4.377608,0.1373463,4.405134,7.676656357138642,3.39171146925718,1.0176770952318431e-06,7.091253321602798e-10,0.0,EB
1.12,0.575,1.0,4.938184,3.660206,4.542503,4.392131,0.1411178,4.420914,8.045603017457985,3.707660840003111,1.015142475813093e-06,7.491520978317564e-11,0.0,EB
1.12,0.625,1.0,4.939924,3.789649,4.533441,4.404643,0.1436572,4.432032,8.429633636539961,4.062532983348489,1.0088532560256848e-06,1.5233861400078983e-10,0.0,EB
1.12,0.675,1.0,4.941775,3.913663,4.523517,4.414978,0.1481625,4.442386,8.8682861928371,4.4682153891533245,1.002335241137246e-06,2.9357698093403086e-10,0.0,EB
1.12,0.725,1.0,4.943092,4.032312,4.517642,4.422771,0.1521821,4.449226,9.117771412436978,4.941657025392197,9.979091390518785e-07,5.361175200725745e-10,0.0,EB
1.12,0.775,1.0,4.943808,4.15159,4.515025,4.426352,0.1523857,4.454763,9.236971422558469,5.576329141822191,9.98030928330638e-07,9.403423591417083e-10,0.0,EB
1.12,0.825,1.0,4.944541,4.270921,4.513418,4.424565,0.1547101,4.45802,9.31992247886977,6.450431980815852,1.0000667771971938e-06,1.562240887063566e-09,0.0,EB
1.12,0.875,1.0,4.945058,4.388012,4.509198,4.416443,0.1561709,4.461277,9.511924621490685,7.662627254753687,9.965015992021727e-07,2.398634080651644e-09,0.0,EB
1.12,0.925,1.0,4.945517,4.516507,4.505707,4.388337,0.1565816,4.465023,9.673198503219762,10.111975297417924,9.932875682963765e-07,5.6723627972924274e-08,0.0,EB
1.12,0.425,1.1,4.930563,3.22997,4.577612,4.341062,0.1271373,4.376577,6.801929088317882,2.8583782594177163,1.0284164150271242e-06,1.8533651822310658e-10,0.0,EB
