log10(M_1i)(Msun),q_i(M_2i/M_1i),log10(P_i)(days),logL_1,logL_2,logT_1,logT_2,M_env_1,He_core_1,R_1(Rsun),R_2(Rsun),Mdot_w_1,Mdot_w_2,Mdot_rlo_2,case
1.24,0.775,1.3,5.22158,4.517682,4.950174,4.468279,0.03172332,6.562918,1.7167292230905615,7.007122338847365,3.488799408227064e-06,6.367720609260873e-09,0.0,EB
1.24,0.825,1.3,5.222323,4.627952,4.948001,4.462995,0.03668839,6.566174,1.7353037288403768,8.151550060629233,3.4642960608332e-06,9.832455736719707e-09,0.0,EB
1.24,0.875,1.3,5.222733,4.73891,4.946835,4.447242,0.03799644,6.569638,1.7443783986950616,9.959166658629679,3.4542041371512775e-06,1.3813476716660823e-08,0.0,EB
1.24,0.925,1.3,5.222906,4.852015,4.946154,4.414901,0.03973731,6.570133,1.7511369016520049,13.166004524455486,3.44474437784715e-06,1.6169701399178354e-08,0.0,EB
1.24,0.575,1.4,5.218268,4.041422,4.955864,4.444572,0.01619721,6.542031,1.6645172489717242,4.516738006190175,3.5571321513458788e-06,6.558628018517347e-10,0.0,EB
1.24,0.625,1.4,5.220149,4.167307,4.952977,4.455328,0.02502906,6.554376,1.6915961965829875,4.968842146417994,3.5222566682766398e-06,1.2464073461305784e-09,0.0,EB
1.24,0.675,1.4,5.221616,4.286698,4.949858,4.463626,0.0322784,6.562944,1.718472552646712,5.487241823054851,3.4870726853098103e-06,2.2447294273587e-09,0.0,EB
1.24,0.725,1.4,5.222248,4.402691,4.948098,4.468413,0.03688275,6.565471,1.737533153413129,6.134456624501817,3.4613777685486345e-06,3.864310366486266e-09,0.0,EB
1.24,0.775,1.4,5.222623,4.517569,4.946553,4.468251,0.03782588,6.570211,1.7460710027159476,7.007098137145997,3.4515883939991485e-06,6.363030427463502e-09,0.0,EB
1.24,0.825,1.4,5.223282,4.627865,4.944712,4.462972,0.04158474,6.572867,1.7630198415249192,8.151604492760166,3.427330612177477e-06,9.826684214454974e-09,0.0,EB
1.24,0.875,1.4,5.22399,4.738818,4.943175,4.447204,0.04398498,6.57792,1.7781782753152906,9.95984775723048,3.4107744418505667e-06,1.3802793796641946e-08,0.0,EB
1.24,0.925,1.4,5.224158,4.851909,4.940766,4.414856,0.0458728,6.580681,1.7954416683178693,13.167126258531075,3.387505429726024e-06,1.6154034274427804e-08,0.0,EB
1.24,0.525,1.5,5.218761,3.907311,4.955394,4.431316,0.01825841,6.54556,1.6692473675059532,4.1141744236117,3.552204826277769e-06,3.232436484486039e-10,0.0,EB
1.24,0.575,1.5,5.220206,4.041129,4.952482,4.444497,0.0258933,6.554324,1.6935327516867105,4.516766086746188,3.519119381867721e-06,6.545291605747889e-10,0.0,EB
1.24,0.625,1.5,5.22184,4.167093,4.949373,4.455272,0.0338277,6.563882,1.7230405569609513,4.968890199614146,3.4796855526155185e-06,1.2445833880907626e-09,0.0,EB
1.24,0.675,1.5,5.222084,4.286585,4.946718,4.463594,0.03699306,6.569534,1.7387141959960843,5.487341639208362,3.457673647571744e-06,2.242967599070337e-09,0.0,EB
1.24,0.725,1.5,5.223719,4.402537,4.943121,4.468369,0.04301766,6.576305,1.7769454675396377,6.134603527387865,3.410766588261222e-06,3.860237274794764e-09,0.0,EB
1.24,0.775,1.5,5.224081,4.517437,4.942097,4.46821,0.04512239,6.579743,1.7908169652234103,7.007351452428253,3.3940559714472646e-06,6.356967630195161e-09,0.0,EB
1.24,0.825,1.5,5.224446,4.627754,4.939756,4.462943,0.04870022,6.581045,1.8065891598937736,8.151666433213359,3.375025045451968e-06,9.81919760474851e-09,0.0,EB
1.24,0.875,1.5,5.224809,4.738725,4.938292,4.447183,0.04983659,6.585837,1.8230496640797247,9.95971015779914,3.3594640653404473e-06,1.379446939575912e-08,0.0,EB
1.24,0.925,1.5,5.225216,4.851886,4.936655,4.414797,0.05218391,6.58714,1.8292678433757708,13.170340404195732,3.3493073306670854e-06,1.6141987252274234e-08,0.0,EB
1.24,0.475,1.6,5.218378,3.763929,4.95581,4.415661,0.01674925,6.543658,1.6650991534003958,3.748875346699944,3.5568782518242484e-06,1.4803452005558016e-10,0.0,EB
1.24,0.525,1.6,5.220526,3.907019,4.952429,4.431241,0.0271289,6.55629,1.6955148583693282,4.114195264785224,3.5166488125875105e-06,3.225625917907264e-10,0.0,EB
1.24,0.575,1.6,5.221765,4.040915,4.949568,4.444443,0.03269909,6.563752,1.721884434054692,4.5167868872706025,3.479990032275147e-06,6.535457578418576e-10,0.0,EB
1.24,0.625,1.6,5.223146,4.166931,4.946022,4.45523,0.03933609,6.572477,1.752923244517231,4.968919947063697,3.440883747922531e-06,1.2431799579747296e-09,0.0,EB
1.24,0.675,1.6,5.224077,4.286413,4.942454,4.46355,0.04468671,6.578597,1.7839324276108008,5.487373226976925,3.4048422861820416e-06,2.240350662642111e-09,0.0,EB
1.24,0.725,1.6,5.224687,4.4024,4.93804,4.468333,0.05023186,6.584014,1.8226202871824462,6.134661441992438,3.3582111558302403e-06,3.8566302200136405e-09,0.0,EB
1.24,0.775,1.6,5.225089,4.517326,4.937005,4.468179,0.05127581,6.5874,1.8349692887012845,7.007451490284898,3.343913233371668e-06,6.35225611527947e-09,0.0,EB
1.24,0.825,1.6,5.225636,4.627638,4.933384,4.462908,0.05621076,6.590369,1.8670115299750318,8.151884167026282,3.309908590021042e-06,9.811197089399402e-09,0.0,EB
1.24,0.875,1.6,5.225998,4.738656,4.933489,4.447158,0.0555573,6.593703,1.8651295377816748,9.96009544099748,3.3138816940644194e-06,1.378691188713929e-08,0.0,EB
1.24,0.925,1.6,5.226446,4.851782,4.931342,4.41481,0.05850974,6.594536,1.889120235346273,13.167975201899413,3.2876607740510876e-06,1.6136487281190334e-08,0.0,EB
1.24,0.425,1.7,5.217757,3.611489,4.957295,4.397002,0.01240814,6.537811,1.6558294403370069,3.4276691837035465,3.567878035367583e-06,6.23921569758618e-11,0.0,EB
1.24,0.475,1.7,5.219872,3.763634,4.95294,4.415587,0.02501251,6.553099,1.6895844349592564,3.7488848420269063,3.5241549888362903e-06,1.4771547658288896e-10,0.0,EB
1.24,0.525,1.7,5.221973,3.906786,4.949055,4.431184,0.0337725,6.565471,1.7260771366652472,4.114182949533563,3.476362047879868e-06,3.2203420283564893e-10,0.0,EB
1.24,0.575,1.7,5.22313,4.040704,4.945918,4.444385,0.03973645,6.572763,1.7516571251926776,4.516890891329537,3.440218286359969e-06,6.525593248947766e-10,0.0,EB
1.24,0.625,1.7,5.224058,4.166773,4.941649,4.455189,0.04584996,6.579743,1.788938456009942,4.9689599919885525,3.3973399022401844e-06,1.2418438760452803e-09,0.0,EB
1.24,0.675,1.7,5.225028,4.286288,4.938614,4.463512,0.0509859,6.584848,1.815221805892464,5.48753243209817,3.3655883833297625e-06,2.238401560933273e-09,0.0,EB
1.24,0.725,1.7,5.22592,4.402271,4.932352,4.468298,0.05694717,6.59214,1.8703410250094896,6.134732070298941,3.3049888602719314e-06,3.853301575091815e-09,0.0,EB
1.24,0.775,1.7,5.226539,4.517233,4.931583,4.468154,0.05747451,6.59537,1.880043941629692,7.007528939928937,3.295793553990702e-06,6.3482058360474585e-09,0.0,EB
1.24,0.825,1.7,5.226763,4.627581,4.928515,4.462891,0.06045345,6.597974,1.90637880102115,8.151976142539262,3.269301697751354e-06,9.807221858500269e-09,0.0,EB
1.24,0.875,1.7,5.227245,4.738606,4.92875,4.447138,0.06192508,6.599433,1.904989121646997,9.960446336877892,3.271048624435774e-06,1.3781325804458656e-08,0.0,EB
1.24,0.925,1.7,5.227228,4.85176,4.926733,4.414778,0.0622292,6.601308,1.9219009435802372,13.169612604398145,3.2532542064477894e-06,1.612928069770302e-08,0.0,EB
1.24,0.425,1.8,5.219045,3.61115,4.954692,4.396916,0.02034842,6.5475,1.6756943294110345,3.42769128277469,3.541864968905529e-06,6.223146143277295e-11,0.0,EB
1.24,0.475,1.8,5.221972,3.76332,4.950302,4.415505,0.03244918,6.563882,1.7166616295727766,3.7489349086940713,3.488004206372517e-06,1.4737268633932605e-10,0.0,EB
1.24,0.525,1.8,5.223486,3.906532,4.944702,4.431118,0.0420127,6.574222,1.7647805147445799,4.114214211398221,3.4292804215237187e-06,3.2144524069581953e-10,0.0,EB
1.24,0.575,1.8,5.224283,4.0405,4.940343,4.444337,0.04682684,6.581306,1.7996957870160712,4.51682432845594,3.384456994575008e-06,6.516554023574142e-10,0.0,EB
1.24,0.625,1.8,5.22528,4.166589,4.936224,4.455141,0.05288275,6.58865,1.8400431179364183,4.9690046138564075,3.339688799053396e-06,1.2402721733163963e-09,0.0,EB
1.24,0.675,1.8,5.226178,4.286146,4.932459,4.463478,0.05708149,6.594432,1.8782595254122094,5.487497052783169,3.2988988536292598e-06,2.236309970060058e-09,0.0,EB
1.24,0.725,1.8,5.226964,4.402183,4.927128,4.468277,0.06137661,6.600266,1.9234353788011909,6.134695343478079,3.253149335613169e-06,3.8510929421685665e-09,0.0,EB
1.24,0.775,1.8,5.226948,4.517174,4.926932,4.468136,0.06272792,6.600058,1.918241577487595,7.0076160718016824,3.256521876487415e-06,6.345648326637414e-09,0.0,EB
1.24,0.825,1.8,5.227454,4.627518,4.923671,4.462869,0.06495304,6.604017,1.9492946911362796,8.152199515962607,3.227787980116572e-06,9.80277422063895e-09,0.0,EB
1.24,0.875,1.8,5.227949,4.738524,4.922223,4.447125,0.06638268,6.607142,1.965068527260141,9.96008626741479,3.2117815575411814e-06,1.3774378100448163e-08,0.0,EB
1.24,0.925,1.8,5.227842,4.851679,4.921119,4.41478,0.06819674,6.605944,1.9733367320598614,13.168248088177597,3.2077240478848177e-06,1.61238221824839e-08,0.0,EB
1.24,0.375,1.9,5.217905,3.444769,4.957113,4.375711,0.01285083,6.538983,1.6558332530295823,3.120469197724757,3.5687571853413586e-06,4.888706898493131e-10,0.0,EB
1.24,0.425,1.9,5.220949,3.610776,4.951513,4.396821,0.02950222,6.557814,1.7052242495196006,3.4277141712485775,3.5033134786947957e-06,6.205546010455538e-11,0.0,EB
1.24,0.475,1.9,5.223181,3.763034,4.945434,4.415433,0.03978964,6.573857,1.7567647151665988,3.7489383615923155,3.4375498115930887e-06,1.470652278034825e-10,0.0,EB
1.24,0.525,1.9,5.224613,3.906293,4.939891,4.431058,0.04839912,6.58378,1.8108067303566513,4.114236947448994,3.372430434982231e-06,3.2089725345153487e-10,0.0,EB
1.24,0.575,1.9,5.225433,4.040324,4.935369,4.444292,0.05419998,6.588129,1.8438831686287458,4.516844089206662,3.3349705257232556e-06,6.508591279879806e-10,0.0,EB
1.24,0.625,1.9,5.226691,4.16646,4.930905,4.455108,0.05896071,6.596724,1.8868118711115236,4.969020632060556,3.288682898929136e-06,1.2391760184223407e-09,0.0,EB
1.24,0.675,1.9,5.227266,4.286035,4.9264,4.463449,0.06378431,6.600943,1.9246771927791677,5.487529904996677,3.2541532380046135e-06,2.234626784674738e-09,0.0,EB
1.24,0.725,1.9,5.227511,4.402114,4.923088,4.468256,0.06554268,6.605058,1.9590047994827282,6.134802699418586,3.218985348797244e-06,3.849257813422219e-09,0.0,EB
1.24,0.775,1.9,5.227833,4.51709,4.921982,4.468111,0.06726055,6.606517,1.9713248656776097,7.007737090088919,3.208809982121505e-06,6.341996528999514e-09,0.0,EB
1.24,0.825,1.9,5.228345,4.627448,4.918836,4.462843,0.07004978,6.609642,2.002195126809412,8.15254303493541,3.183200541375705e-06,9.797448741387033e-09,0.0,EB
1.24,0.875,1.9,5.228435,4.738458,4.916984,4.44711,0.07099306,6.612247,2.0169558877985976,9.960024345952629,3.1691660875260206e-06,1.3768670281394122e-08,0.0,EB
1.24,0.925,1.9,5.228559,4.851626,4.916689,4.41476,0.07146396,6.611309,2.0143735025054066,13.168672589184188,3.172575747647281e-06,1.6116361488102368e-08,0.0,EB
1.24,0.375,2.0,5.219652,3.444302,4.954121,4.375594,0.02221904,6.550313,1.6805935793374547,3.12048572360399,3.537374167843512e-06,4.877204883673679e-10,0.0,EB
1.24,0.425,2.0,5.222226,3.610457,4.947326,4.39674,0.03627141,6.56771,1.73788085927779,3.427731535020375,3.461537174556088e-06,6.190560894994832e-11,0.0,EB
1.24,0.475,2.0,5.22449,3.76278,4.940675,4.415369,0.04756125,6.58128,1.797393223548141,3.7489513099890552,3.388316728891094e-06,1.4679153096987036e-10,0.0,EB
1.24,0.525,2.0,5.225941,3.906074,4.933608,4.431,0.05513635,6.592713,1.8596752021178649,4.114282419927472,3.316660358388256e-06,3.203922482686665e-10,0.0,EB
1.24,0.575,2.0,5.226651,4.040187,4.930398,4.444256,0.05998303,6.596047,1.8949693940414476,4.516884651018468,3.2809378218193588e-06,6.502299956686482e-10,0.0,EB
1.24,0.625,2.0,5.22748,4.166338,4.924786,4.455076,0.0638992,6.603808,1.9378144943845979,4.969074407837862,3.2356534429493487e-06,1.238140700275317e-09,0.0,EB
1.24,0.675,2.0,5.228023,4.285938,4.922078,4.463421,0.06766407,6.60709,1.9712595030984486,5.487627199244269,3.2115079393844413e-06,2.233114543608955e-09,0.0,EB
1.24,0.725,2.0,5.227963,4.402023,4.917391,4.468228,0.07044808,6.610371,2.0053773248964264,6.134946785344098,3.179523212855444e-06,3.84683005058772e-09,0.0,EB
1.24,0.775,2.0,5.228571,4.517017,4.917584,4.468089,0.0715383,6.611309,2.015485601833212,7.0078548832289025,3.1721155581120493e-06,6.3388284724356905e-09,0.0,EB
1.24,0.825,2.0,5.228881,4.627372,4.913329,4.462827,0.07440198,6.614643,2.050809402899129,8.152437912838412,3.143279498966041e-06,9.792802594742596e-09,0.0,EB
1.24,0.875,2.0,5.228909,4.738396,4.911764,4.447097,0.07558031,6.616205,2.057778853793967,9.959914264303757,3.1361440314259806e-06,1.376312328044326e-08,0.0,EB
1.24,0.925,2.0,5.229116,4.8516,4.91284,4.414719,0.07543664,6.616049,2.058668882225125,13.17076497265171,3.1353425763779878e-06,1.6107680252329135e-08,0.0,EB
1.24,0.375,2.1,5.220868,3.444008,4.951832,4.375519,0.02790925,6.557918,1.7024105422091895,3.1204936273163004,3.5099909766525514e-06,4.869966794268163e-10,0.0,EB
1.24,0.425,2.1,5.223638,3.610164,4.943741,4.396665,0.04263299,6.576487,1.771061735298954,3.4277631057399045,3.4173227673169174e-06,6.176749660047991e-11,0.0,EB
1.24,0.475,2.1,5.225318,3.762548,4.935272,4.415311,0.0541924,6.589223,1.8475474454762968,3.7489599422783946,3.3308647615743677e-06,1.4654196137185802e-10,0.0,EB
1.24,0.525,2.1,5.226914,3.905953,4.929026,4.43097,0.06055227,6.598651,1.9005364357159473,4.1142909460731385,3.274628218835617e-06,3.2011571876768983e-10,0.0,EB
1.24,0.575,2.1,5.227384,4.040055,4.924619,4.444225,0.06419305,6.602975,1.9398756872650649,4.516848249375725,3.2381428227783382e-06,6.496448500456634e-10,0.0,EB
1.24,0.625,2.1,5.228329,4.166204,4.919278,4.455042,0.07032108,6.608861,1.99695142054285,4.9690663986426555,3.186236438468401e-06,1.237012248797385e-09,0.0,EB
1.24,0.675,2.1,5.228741,4.285828,4.916618,4.46339,0.07129825,6.614018,2.0159789821327476,5.487708068503078,3.1709325200818956e-06,2.2314440394553865e-09,0.0,EB
1.24,0.725,2.1,5.229217,4.40194,4.913513,4.468208,0.07490707,6.614539,2.045751131238906,6.134938309607744,3.1469004171928855e-06,3.844740212225731e-09,0.0,EB
1.24,0.775,2.1,5.229061,4.516946,4.912526,4.468068,0.07568745,6.61631,2.059762276503044,7.007990428470117,3.1352342873519143e-06,6.335661998430663e-09,0.0,EB
1.24,0.825,2.1,5.229563,4.627318,4.909245,4.462808,0.07846464,6.618602,2.0915906897654857,8.15262187739771,3.111687677271394e-06,9.789015135455476e-09,0.0,EB
1.24,0.875,2.1,5.229761,4.738351,4.908222,4.447075,0.0783349,6.62131,2.1023586205071716,9.960391293569367,3.103659006184547e-06,1.3757800261972943e-08,0.0,EB
1.24,0.925,2.1,5.229569,4.851555,4.908339,4.414712,0.07788558,6.621102,2.0969028018792413,13.170492034216007,3.1070768845825e-06,1.61034155469856e-08,0.0,EB
1.24,0.375,2.2,5.222662,3.443514,4.946983,4.375393,0.03795017,6.570133,1.7425345588135457,3.120543205604698,3.452764835688693e-06,4.857837689207969e-10,0.0,EB
1.24,0.425,2.2,5.225026,3.609858,4.938038,4.396588,0.05087131,6.584691,1.821829793159405,3.4277725770124654,3.3596187779403563e-06,6.162543530045798e-11,0.0,EB
