log10(M_1i)(Msun),q_i(M_2i/M_1i),log10(P_i)(days),logL_1,logL_2,logT_1,logT_2,M_env_1,He_core_1,R_1(Rsun),R_2(Rsun),Mdot_w_1,Mdot_w_2,Mdot_rlo_2,case,"wfpc2,2,f450w,a2d7,cont#50180",Z,eps,"wfpc2,2,f606w,a2d7,cont#50180","wfpc2,2,f814w,a2d7,cont#50180"
1.26,0.925,3.08,5.295045,4.902972,4.023908,4.416615,0.4709825,7.377862,119.68342252696048,13.85169754305096,2.264790319314131e-06,2.0219248039482985e-08,0.0,LB,1.0646578189254807 VEGAMAG,0.005,0.1,0.8947648402737318 VEGAMAG,0.7654059039365679 VEGAMAG
1.26,0.975,3.08,5.297275,5.106894,3.842785,4.26331,0.5376426,7.388146,307.65643265920744,35.493023775683774,1.8243577250848269e-06,5.416989577644405e-07,0.0,LB,0.7443716758778507 VEGAMAG,0.005,0.1,0.22072027013703144 VEGAMAG,-0.1826330664365683 VEGAMAG
1.26,0.725,3.1,5.285423,4.460817,4.82899,4.474682,0.1393367,7.17191,3.1685867368851266,6.372359958220264,3.045250337508509e-06,5.176115993076223e-09,0.0,LB,5.564760637719768 VEGAMAG,0.005,0.1,11.392910784077754 VEGAMAG,17.600192238498423 VEGAMAG
1.26,0.775,3.1,5.294812,4.573975,4.477448,4.473748,0.2838479,7.289474,16.579865380755614,7.290306712080325,2.545253246113128e-06,8.400555395161457e-09,0.0,LB,2.8156227100663003 VEGAMAG,0.005,0.1,3.0255763803813487 VEGAMAG,3.196216134867579 VEGAMAG
1.26,0.825,3.1,5.296998,4.682506,4.395871,4.46765,0.3431168,7.325376,25.13847916087812,8.49584929494818,2.451980432122068e-06,1.2790779140510175e-08,0.0,LB,2.2598090800666917 VEGAMAG,0.005,0.1,2.4324010318770095 VEGAMAG,2.5728219848078115 VEGAMAG
1.26,0.875,3.1,5.298052,4.792128,4.137998,4.450059,0.4166141,7.362074,84.93662498330738,10.45189408201414,2.331529957419562e-06,1.7611404820405683e-08,0.0,LB,0.9926974587863191 VEGAMAG,0.005,0.1,0.9689776866474675 VEGAMAG,0.953735687259224 VEGAMAG
1.26,0.925,3.1,5.296622,4.902808,3.864832,4.416488,0.5293823,7.38569,277.87981431633034,13.857216427417733,1.6743876035042985e-06,2.0182269446879414e-08,0.0,LB,0.7189499249169762 VEGAMAG,0.005,0.1,0.24822497661582732 VEGAMAG,-0.11425707231681015 VEGAMAG
1.26,0.975,3.1,5.29665,5.106416,3.838033,4.258391,0.5370963,7.398256,314.7190270780524,36.28716170054428,1.865284150490673e-06,5.346628388610029e-07,0.0,LB,0.7497274452379465 VEGAMAG,0.005,0.1,0.21425912246266776 VEGAMAG,-0.19821411694858293 VEGAMAG
1.26,0.725,3.12,5.292504,4.460399,4.586259,4.474582,0.2295338,7.251743,9.473529242110766,6.372216165412376,2.662716932409238e-06,5.16387831837388e-09,0.0,LB,3.609006875481411 VEGAMAG,0.005,0.1,3.857242831163741 VEGAMAG,4.3518182226373 VEGAMAG
1.26,0.775,3.12,5.296526,4.573662,4.449104,4.473675,0.3067258,7.311232,19.48677631500228,7.290130455419659,2.5028222085930875e-06,8.386060669296842e-09,0.0,LB,2.58224341707896 VEGAMAG,0.005,0.1,2.780173509909405 VEGAMAG,2.9410585004892265 VEGAMAG
1.26,0.825,3.12,5.295991,4.682093,4.237202,4.467536,0.3837497,7.352077,45.8282211320492,8.496246421273,2.383619886064717e-06,1.2760185854153704e-08,0.0,LB,1.7408879212374206 VEGAMAG,0.005,0.1,1.8103676734283858 VEGAMAG,1.8685260944748194 VEGAMAG
1.26,0.875,3.12,5.298035,4.791979,4.063253,4.449998,0.4641213,7.370774,113.66375517948272,10.453073400942031,2.2746783809348338e-06,1.7593895170875313e-08,0.0,LB,0.8757919444833739 VEGAMAG,0.005,0.1,0.7618114020663502 VEGAMAG,0.6760001195267507 VEGAMAG
1.26,0.925,3.12,5.297242,4.902637,3.851461,4.416377,0.5323842,7.390487,295.63986820506574,13.86152459867516,1.7649158363907603e-06,2.0147631545643667e-08,0.0,LB,0.7325293016706103 VEGAMAG,0.005,0.1,0.23007478162387685 VEGAMAG,-0.15691430931541017 VEGAMAG
1.26,0.975,3.12,5.29757,5.106154,3.847195,4.258099,0.5334589,7.402585,302.1036691799812,36.32494789394729,1.8032004205913876e-06,5.33987388307248e-07,0.0,LB,0.7337017970647131 VEGAMAG,0.005,0.1,0.22088539027451892 VEGAMAG,-0.17410402399893776 VEGAMAG
1.26,0.725,3.14,5.294681,4.460029,4.504146,4.474504,0.2624424,7.282184,14.13822861763637,6.371802412372972,2.587301259935729e-06,5.1532474852513765e-09,0.0,LB,3.054007512554364 VEGAMAG,0.005,0.1,3.2744467780158537 VEGAMAG,3.4536440436883353 VEGAMAG
1.26,0.775,3.14,5.296305,4.573357,4.354087,4.47359,0.3560564,7.337984,30.513006391305435,7.29044100572968,2.4225179293443738e-06,8.371051234319221e-09,0.0,LB,2.030286434542309 VEGAMAG,0.005,0.1,2.180113226201196 VEGAMAG,2.302243936560202 VEGAMAG
1.26,0.825,3.14,5.298076,4.68184,4.104733,4.46747,0.4387725,7.369425,95.2274160239675,8.496367714787002,2.30457050884689e-06,1.2741923695538462e-08,0.0,LB,0.9655016842166109 VEGAMAG,0.005,0.1,0.9040096778037432 VEGAMAG,0.8591875624618284 VEGAMAG
1.26,0.875,3.14,5.296224,4.791712,3.869413,4.449931,0.5226983,7.380246,272.30398687037336,10.453049331878752,1.6443490055369578e-06,1.7567380177078438e-08,0.0,LB,0.7131696584649538 VEGAMAG,0.005,0.1,0.253058584853989 VEGAMAG,-0.10122239118529164 VEGAMAG
1.26,0.925,3.14,5.297285,4.902414,3.847864,4.416227,0.5316544,7.398679,298.8106002968346,13.867558288718882,1.7833393806509254e-06,2.0101339563953548e-08,0.0,LB,0.7499241968058701 VEGAMAG,0.005,0.1,0.23874044188267218 VEGAMAG,-0.1549884867847151 VEGAMAG
1.26,0.975,3.14,5.297409,5.10603,3.850323,4.260738,0.5293528,7.404843,296.62243790797777,35.88128600468721,1.776167830641927e-06,5.372729799871298e-07,0.0,LB,0.7381231692976176 VEGAMAG,0.005,0.1,0.23291593388115706 VEGAMAG,-0.15619866168517405 VEGAMAG
1.26,0.725,3.16,5.296812,4.459627,4.441615,4.474421,0.310466,7.316931,20.184174863923005,6.37129039350419,2.491127752323693e-06,5.142117544163739e-09,0.0,LB,2.537502702032995 VEGAMAG,0.005,0.1,2.7320927989307044 VEGAMAG,2.890273254105573 VEGAMAG
1.26,0.775,3.16,5.297227,4.572995,4.175864,4.473517,0.3984732,7.356255,62.77027047280788,7.289831668149066,2.35932081900672e-06,8.354914309535503e-09,0.0,LB,1.4123903853144382 VEGAMAG,0.005,0.1,1.4274511100054788 VEGAMAG,1.4426696641952508 VEGAMAG
1.26,0.825,3.16,5.29792,4.681545,3.929737,4.467386,0.4924235,7.382249,201.43966939709009,8.49676877825034,1.2749466143428556e-06,1.2720289631905573e-08,0.0,LB,0.7542925709565362 VEGAMAG,0.005,0.1,0.4223903276939489 VEGAMAG,0.16729654202799815 VEGAMAG
1.26,0.875,3.16,5.296404,4.791337,3.853642,4.449746,0.530082,7.39549,292.9321235936063,10.457430814362992,1.7525442811489465e-06,1.751676888668133e-08,0.0,LB,0.7280655305930228 VEGAMAG,0.005,0.1,0.23086368780055988 VEGAMAG,-0.15206945505068958 VEGAMAG
1.26,0.925,3.16,5.298244,4.902098,3.851187,4.416015,0.530293,7.40054,296.04791037224845,13.876022647611723,1.772511248778267e-06,2.0036829377971963e-08,0.0,LB,0.7326131264848623 VEGAMAG,0.005,0.1,0.22949659494810426 VEGAMAG,-0.15800370162940336 VEGAMAG
1.26,0.975,3.16,5.29726,5.105302,3.851528,4.250197,0.5277955,7.405799,294.8974383264361,37.63587348857072,1.769408054963022e-06,5.227824503286216e-07,0.0,LB,0.7372367198208074 VEGAMAG,0.005,0.1,0.23494400464812548 VEGAMAG,-0.1519201331426845 VEGAMAG
1.26,0.725,3.18,5.297679,4.459201,4.338695,4.474329,0.3602183,7.343938,32.076206447454354,6.370854696385309,2.415950322796852e-06,5.130137436183038e-09,0.0,LB,1.9947596521114275 VEGAMAG,0.005,0.1,2.1354899153925624 VEGAMAG,2.25033520015552 VEGAMAG
1.26,0.775,3.18,5.29906,4.57248,3.94253,4.4734,0.4758501,7.381933,188.3393208394721,7.289467432816121,1.2050831111574951e-06,8.331016603338473e-09,0.0,LB,0.7796832400241027 VEGAMAG,0.005,0.1,0.4723637523887714 VEGAMAG,0.2363160152740884 VEGAMAG
1.26,0.825,3.18,5.296869,4.681206,3.867997,4.467275,0.5270168,7.394921,274.59460478633434,8.497795978325188,1.660798714447854e-06,1.2693547134362132e-08,0.0,LB,0.710320580278222 VEGAMAG,0.005,0.1,0.2469425069355924 VEGAMAG,-0.1098628932558654 VEGAMAG
1.26,0.875,3.18,5.297233,4.790838,3.852433,4.449571,0.5288785,7.399026,294.3838630327428,10.459887173485496,1.7632382563256227e-06,1.7458342126743515e-08,0.0,LB,0.7308666359114957 VEGAMAG,0.005,0.1,0.2307568737735899 VEGAMAG,-0.1544218205309078 VEGAMAG
1.26,0.925,3.18,5.297539,4.901718,3.854242,4.41577,0.5260439,7.403223,292.33108602439046,13.885611175860303,1.7548338371915518e-06,1.995937785684767e-08,0.0,LB,0.7258206124738487 VEGAMAG,0.005,0.1,0.2300584566052266 VEGAMAG,-0.15176286247687631 VEGAMAG
1.26,0.975,3.18,5.300267,5.105142,3.713516,4.251116,0.7293949,7.41823,556.2115462150779,37.46890488299027,3.031733342018473e-06,5.239345038842818e-07,0.0,LB,1.1620094213289378 VEGAMAG,0.005,0.1,0.25942761331712916 VEGAMAG,-0.4351394141131415 VEGAMAG
1.26,0.725,3.2,5.298535,4.458735,4.153105,4.474238,0.4043137,7.366277,70.78088687710576,6.370122733627835,2.3435272081111147e-06,5.117112911622729e-09,0.0,LB,1.2922414862084963 VEGAMAG,0.005,0.1,1.2845073852119993 VEGAMAG,1.2818093653658147 VEGAMAG
1.26,0.775,3.2,5.29933,4.57211,3.874174,4.473314,0.5294335,7.395811,266.35324978817573,7.289242522390677,1.6163559267320706e-06,8.314286774200635e-09,0.0,LB,0.7099009164743963 VEGAMAG,0.005,0.1,0.2606841273477789 VEGAMAG,-0.0851775261909804 VEGAMAG
1.26,0.825,3.2,5.298145,4.680603,3.85683,4.46713,0.5290994,7.401974,288.69349617675283,8.497551395615744,1.7339557091783788e-06,1.2650392486956737e-08,0.0,LB,0.7241869190310102 VEGAMAG,0.005,0.1,0.2346084897144829 VEGAMAG,-0.1424371494629484 VEGAMAG
1.26,0.875,3.2,5.297797,4.790318,3.860543,4.449348,0.5203217,7.402585,283.5123618693524,10.464319711970052,1.7102279509212996e-06,1.7392459470574552e-08,0.0,LB,0.7224314619989369 VEGAMAG,0.005,0.1,0.24165109698629283 VEGAMAG,-0.12859903490658242 VEGAMAG
1.26,0.925,3.2,5.297423,4.90137,3.757975,4.415451,0.5981644,7.411696,453.6876945696072,13.900454483542992,2.546425648484506e-06,1.987060086988072e-08,0.0,LB,0.9643990020445281 VEGAMAG,0.005,0.1,0.2063454125423303 VEGAMAG,-0.37748817629891906 VEGAMAG
1.26,0.975,3.2,5.299416,5.104403,3.697707,4.218051,0.8185507,7.420023,597.3721891188447,43.59442963781444,3.220186314778708e-06,4.831433430204864e-07,0.0,LB,1.249848921896961 VEGAMAG,0.005,0.1,0.2919262858972482 VEGAMAG,-0.44490287798113703 VEGAMAG
1.26,0.675,3.22,5.298133,4.342852,4.3889,4.470186,0.3394752,7.34069,26.50073992457686,5.679502564763543,2.4492155043435952e-06,2.996780954777343e-09,0.0,LB,2.17644969119224 VEGAMAG,0.005,0.1,2.3454297845599594 VEGAMAG,2.482943099107077 VEGAMAG
1.26,0.725,3.22,5.297385,4.45805,3.88003,4.4741,0.5234679,7.39176,259.0359253584362,6.369131270916642,1.581983683888474e-06,5.0979315512423724e-09,0.0,LB,0.7080497554395104 VEGAMAG,0.005,0.1,0.27204392015830914 VEGAMAG,-0.06360588890006458 VEGAMAG
1.26,0.775,3.22,5.297519,4.571411,3.862981,4.473155,0.5320283,7.406819,279.90715495859587,7.2886920246606355,1.6907484579556773e-06,8.281671503354645e-09,0.0,LB,0.7234211788933897 VEGAMAG,0.005,0.1,0.2483706385783524 VEGAMAG,-0.11745314212634472 VEGAMAG
1.26,0.825,3.22,5.298466,4.67992,3.860058,4.466936,0.5262948,7.402904,284.2091135138335,8.498476933669624,1.7118314459351929e-06,1.2598475623203158e-08,0.0,LB,0.7224492992054687 VEGAMAG,0.005,0.1,0.2405246044479603 VEGAMAG,-0.13060940282403344 VEGAMAG
1.26,0.875,3.22,5.300046,4.78981,3.724215,4.449085,0.6832937,7.41398,528.5815498471784,10.47089971120154,2.901135410691086e-06,1.7320562819333212e-08,0.0,LB,1.1129518381988834 VEGAMAG,0.005,0.1,0.24662113420071297 VEGAMAG,-0.4202181575535713 VEGAMAG
1.26,0.925,3.22,5.299121,4.900844,3.709417,4.415156,0.7487332,7.416158,565.8639150415612,13.910924707025696,3.074701785153768e-06,1.9771927075959132e-08,0.0,LB,1.1868216288690037 VEGAMAG,0.005,0.1,0.2700962328337875 VEGAMAG,-0.43527960354145634 VEGAMAG
1.26,0.975,3.22,5.301176,5.104558,3.691561,4.212966,0.8638712,7.422692,615.047984977805,44.63258081269677,3.3033074741166394e-06,4.77693134981541e-07,0.0,LB,1.2832210203903938 VEGAMAG,0.005,0.1,0.30319952270391415 VEGAMAG,-0.4504821759240363 VEGAMAG
1.26,0.675,3.24,5.298378,4.342149,4.11427,4.470043,0.4250377,7.377923,94.06736959021757,5.6786499732905344,2.317570744605093e-06,2.9850389338266813e-09,0.0,LB,0.9274069271311547 VEGAMAG,0.005,0.1,0.8771191202669226 VEGAMAG,0.8410631876231078 VEGAMAG
1.26,0.725,3.24,5.297155,4.457189,3.859657,4.47393,0.5325998,7.402718,284.0959221494867,6.367820313127584,1.7102200750486627e-06,5.073714200406631e-09,0.0,LB,0.7277400420215152 VEGAMAG,0.005,0.1,0.24486813265377272 VEGAMAG,-0.12699755720683603 VEGAMAG
1.26,0.775,3.24,5.297771,4.570563,3.864039,4.472961,0.5283282,7.409863,278.95811517635224,7.288082833260464,1.6883092503403568e-06,8.242481859548368e-09,0.0,LB,0.7192084111929453 VEGAMAG,0.005,0.1,0.24663298542040746 VEGAMAG,-0.11727878607340703 VEGAMAG
1.26,0.825,3.24,5.297833,4.67919,3.755273,4.466683,0.6049626,7.413236,458.6432434109047,8.501232620402916,2.5694904033418737e-06,1.2539609147697732e-08,0.0,LB,0.9779750382382013 VEGAMAG,0.005,0.1,0.21158777413358143 VEGAMAG,-0.3786436903225199 VEGAMAG
1.26,0.875,3.24,5.300669,4.788954,3.708378,4.448912,0.7539957,7.415733,568.8607898918015,10.4689228665514,3.086114250746019e-06,1.7238838458484503e-08,0.0,LB,1.1911989054367111 VEGAMAG,0.005,0.1,0.27086579233820407 VEGAMAG,-0.43726634612714754 VEGAMAG
1.26,0.925,3.24,5.300817,4.900322,3.702913,4.414834,0.7834101,7.418469,582.9938856911815,13.923230084124452,3.1520275155679856e-06,1.9668806146750956e-08,0.0,LB,1.2218545896446453 VEGAMAG,0.005,0.1,0.2823931645222899 VEGAMAG,-0.44034691529657 VEGAMAG
1.26,0.975,3.24,5.301275,5.105235,3.684609,4.219758,0.9241742,7.423449,635.3089886776992,43.29034032375628,3.394524910000721e-06,4.865113762848588e-07,0.0,LB,1.3237819904442638 VEGAMAG,0.005,0.1,0.31836182518615086 VEGAMAG,-0.45467163668947874 VEGAMAG
1.26,0.675,3.26,5.299859,4.341277,3.873921,4.469884,0.5297939,7.40054,266.78044952333886,5.677117722684841,1.6247180300093191e-06,2.9706466720396302e-09,0.0,LB,0.7091315053926939 VEGAMAG,0.005,0.1,0.25933922623325056 VEGAMAG,-0.08696716247373892 VEGAMAG
1.26,0.725,3.26,5.297335,4.456163,3.86013,4.473732,0.5281424,7.40734,283.65862932669467,6.366105037756695,1.7096688540846817e-06,5.045358144039762e-09,0.0,LB,0.7258650500651154 VEGAMAG,0.005,0.1,0.24411033458057174 VEGAMAG,-0.12689239486371573 VEGAMAG
1.26,0.775,3.26,5.298609,4.569666,3.869084,4.472756,0.5204651,7.414339,273.3682043062232,7.287465302767404,1.6637229213864504e-06,8.200342655891084e-09,0.0,LB,0.7082599977292481 VEGAMAG,0.005,0.1,0.24739092786971728 VEGAMAG,-0.10747573017741985 VEGAMAG
1.26,0.825,3.26,5.300314,4.678254,3.710275,4.466474,0.7454367,7.418336,563.5792567866665,8.50024806440103,3.064735507271877e-06,1.2473519203695208e-08,0.0,LB,1.1825469466168603 VEGAMAG,0.005,0.1,0.2687939170529008 VEGAMAG,-0.4343108667893314 VEGAMAG
1.26,0.875,3.26,5.300924,4.788085,3.696508,4.448538,0.8265084,7.418761,601.5946979198817,10.476470634431507,3.2410221565271945e-06,1.7128408026122583e-08,0.0,LB,1.2533160260333132 VEGAMAG,0.005,0.1,0.2911081016392214 VEGAMAG,-0.44899003709727436 VEGAMAG
1.26,0.925,3.26,5.300407,4.899647,3.693192,4.414495,0.8499727,7.419903,610.2994801121775,13.93407038658762,3.278181537172802e-06,1.955217159221885e-08,0.0,LB,1.2742651952091544 VEGAMAG,0.005,0.1,0.30014053541807195 VEGAMAG,-0.4490456082854033 VEGAMAG
1.26,0.625,3.28,5.298742,4.223588,4.322875,4.462193,0.3632407,7.347873,34.7600986246589,5.136472886740067,2.407509447225265e-06,1.6752244386798792e-09,0.0,LB,1.8967821849034172 VEGAMAG,0.005,0.1,2.0277339226336544 VEGAMAG,2.1347611793408916 VEGAMAG
1.26,0.675,3.28,5.297485,4.340277,3.862876,4.469699,0.530582,7.408987,280.51881782029,5.675402929197629,1.6953446495817617e-06,2.95416671107523e-09,0.0,LB,0.7198325882652334 VEGAMAG,0.005,0.1,0.24453604753784663 VEGAMAG,-0.1214777841851955 VEGAMAG
1.26,0.725,3.28,5.298738,4.455037,3.865067,4.473509,0.520123,7.41228,278.0366198117081,6.36436824263584,1.6864093445306906e-06,5.013696029469761e-09,0.0,LB,0.7151588482303228 VEGAMAG,0.005,0.1,0.2449815688608492 VEGAMAG,-0.11707740518654752 VEGAMAG
1.26,0.775,3.28,5.298193,4.568528,3.711629,4.472509,0.7369839,7.425216,560.3301610646918,7.286190133663841,3.041872453369641e-06,8.148562481928769e-09,0.0,LB,1.1745420402342632 VEGAMAG,0.005,0.1,0.2654668373902913 VEGAMAG,-0.43406318495742946 VEGAMAG
1.26,0.825,3.28,5.300978,4.677237,3.699235,4.466207,0.8087774,7.421524,593.5905796187731,8.500766752654375,3.2034872513062557e-06,1.23996378178377e-08,0.0,LB,1.2397993151896158 VEGAMAG,0.005,0.1,0.2873196039977799 VEGAMAG,-0.4453566260773312 VEGAMAG
1.26,0.875,3.28,5.301397,4.787077,3.680507,4.448178,0.9688946,7.420992,648.3462451446335,10.481561816733468,3.4529158944049765e-06,1.7015471972840556e-08,0.0,LB,1.3459234614966609 VEGAMAG,0.005,0.1,0.3253143601127384 VEGAMAG,-0.4592825570999648 VEGAMAG
1.26,0.925,3.28,5.301026,4.898919,3.678712,4.414024,0.9882355,7.419425,653.0222816380862,13.952498998006394,3.472881781679059e-06,1.9407830920520883e-08,0.0,LB,1.3594961164426111 VEGAMAG,0.005,0.1,0.33219278259752905 VEGAMAG,-0.45749836924343645 VEGAMAG
1.26,0.625,3.3,5.298244,4.222679,3.950332,4.462036,0.4730877,7.381091,146.2891107616504,5.134805527029124,1.067704320220458e-06,1.6667674092813743e-09,0.0,LB,1.2562749619253022 VEGAMAG,0.005,0.1,0.9635269159801596 VEGAMAG,0.7387734215151864 VEGAMAG
1.26,0.675,3.3,5.298499,4.339098,3.865086,4.469485,0.5277285,7.410899,278.2767996067701,5.673301967980461,1.686044372534297e-06,2.93490467478318e-09,0.0,LB,0.7130764315010174 VEGAMAG,0.005,0.1,0.24294341603835035 VEGAMAG,-0.11908135791650842 VEGAMAG
1.26,0.725,3.3,5.298458,4.453728,3.711154,4.473241,0.741309,7.42232,561.3852530140709,6.362650967026233,3.053149005013882e-06,4.977428154218844e-09,0.0,LB,1.1776628874918504 VEGAMAG,0.005,0.1,0.2669483691956942 VEGAMAG,-0.4338344420765883 VEGAMAG
1.26,0.775,3.3,5.297962,4.567226,3.698619,4.472232,0.8108935,7.426411,595.4454760261341,7.284576358001042,3.2071479871262345e-06,8.090958991783813e-09,0.0,LB,1.2426256497150456 VEGAMAG,0.005,0.1,0.2879539977334633 VEGAMAG,-0.44639469665271214 VEGAMAG
1.26,0.825,3.3,5.301278,4.675917,3.682011,4.465853,0.9547892,7.422639,643.1436706705658,8.501663277163773,3.4294146597206366e-06,1.2306399233942482e-08,0.0,LB,1.3390587901618656 VEGAMAG,0.005,0.1,0.32403618256327427 VEGAMAG,-0.45630845369381445 VEGAMAG
1.26,0.625,3.32,5.297036,4.221618,3.863956,4.461848,0.5284581,7.394585,278.97481612100376,5.132995694742188,1.6818799759582615e-06,1.65681111716007e-09,0.0,LB,0.7199865382783732 VEGAMAG,0.005,0.1,0.24721719527516672 VEGAMAG,-0.11684438265178398 VEGAMAG
1.26,0.675,3.32,5.298317,4.337647,3.716704,4.469215,0.7167176,7.424923,547.5338833050737,5.670889696749529,2.9878445604095225e-06,2.911420931397984e-09,0.0,LB,1.1481807730085625 VEGAMAG,0.005,0.1,0.2565009678357688 VEGAMAG,-0.4297308503999031 VEGAMAG
1.26,0.725,3.32,5.301368,4.451993,3.695788,4.472902,0.8325626,7.426145,603.363452304411,6.359879687557946,3.2519136125977164e-06,4.931329249618789e-09,0.0,LB,1.2582310541821773 VEGAMAG,0.005,0.1,0.29344391351642907 VEGAMAG,-0.448621595497789 VEGAMAG
1.26,0.775,3.32,5.300324,4.56577,3.682048,4.471895,0.9468069,7.42912,643.6503355554828,7.283632079213212,3.434503790317536e-06,8.026366747501268e-09,0.0,LB,1.3367505155484105 VEGAMAG,0.005,0.1,0.32186509252090545 VEGAMAG,-0.4583751229835453 VEGAMAG
1.26,0.625,3.34,5.296855,4.220276,3.860352,4.461617,0.5259306,7.400168,283.3687797451428,5.130503639170243,1.706978299326064e-06,1.644379295844001e-09,0.0,LB,0.7256368703812199 VEGAMAG,0.005,0.1,0.24440603808811412 VEGAMAG,-0.12619205688372492 VEGAMAG
1.26,0.675,3.34,5.298692,4.335921,3.705657,4.468899,0.770148,7.427234,576.5818934438491,5.6678689483889775,3.1263601042152382e-06,2.884210808354798e-09,0.0,LB,1.2035955235968854 VEGAMAG,0.005,0.1,0.2737705365982257 VEGAMAG,-0.44161157403950657 VEGAMAG
1.26,0.725,3.34,5.301576,4.450278,3.677947,4.472579,0.9958482,7.427898,655.7072717649179,6.356746608408117,3.4901733657359174e-06,4.886332319353468e-09,0.0,LB,1.3630557322313508 VEGAMAG,0.005,0.1,0.3328906139676491 VEGAMAG,-0.45897789612685314 VEGAMAG
1.26,0.575,3.36,5.299048,4.09651,4.060524,4.451453,0.459331,7.380087,114.15081064737832,4.66236639681334,2.2755532350973653e-06,8.808683380970551e-10,0.0,LB,0.8866761048931737 VEGAMAG,0.005,0.1,0.769017531509999 VEGAMAG,0.6803381709555234 VEGAMAG
1.26,0.625,3.36,5.299037,4.218756,3.862126,4.461346,0.5189858,7.406941,282.2675800800523,5.127931321099648,1.706153101666285e-06,1.6304256534720474e-09,0.0,LB,0.7145693709803813 VEGAMAG,0.005,0.1,0.23751358708342885 VEGAMAG,-0.12985925948432175 VEGAMAG
1.26,0.675,3.36,5.299115,4.334186,3.690712,4.46858,0.8690807,7.430342,617.5512427199333,5.664856331012507,3.3180123638874283e-06,2.857268149138661e-09,0.0,LB,1.2878597427650507 VEGAMAG,0.005,0.1,0.3047594860742864 VEGAMAG,-0.4512690253582563 VEGAMAG
1.26,0.575,3.38,5.296732,4.095164,3.866692,4.451225,0.5264214,7.397592,275.73316125645545,4.66004703335762,1.6661764814948233e-06,8.741198851245868e-10,0.0,LB,0.7155141735991977 VEGAMAG,0.005,0.1,0.24911437373911216 VEGAMAG,-0.11002593152771523 VEGAMAG
1.26,0.625,3.38,5.300739,4.216958,3.708836,4.461037,0.7520555,7.417938,567.3159580227423,5.12461684722842,3.0810376117724025e-06,1.614388294683961e-09,0.0,LB,1.1901139321808807 VEGAMAG,0.005,0.1,0.2713722672937813 VEGAMAG,-0.4355440929438559 VEGAMAG
1.26,0.575,3.4,5.298143,4.093561,3.865349,4.450953,0.5228177,7.402798,277.1711348444704,4.657283765064657,1.6765518916471531e-06,8.661597531500466e-10,0.0,LB,0.7188512174414086 VEGAMAG,0.005,0.1,0.2493306381563598 VEGAMAG,-0.11222093630931074 VEGAMAG
1.26,0.625,3.4,5.301174,4.214724,3.696271,4.460641,0.8311944,7.420249,601.9424893818871,5.120799832711328,3.242164155259365e-06,1.5947110370309326e-09,0.0,LB,1.2557753475615463 VEGAMAG,0.005,0.1,0.2927189898958593 VEGAMAG,-0.44802641223431694 VEGAMAG
1.26,0.575,3.42,5.297923,4.091676,3.743798,4.45062,0.6276866,7.414644,483.0432303148079,4.6543152934406855,2.6846829211062998e-06,8.569648324456385e-10,0.0,LB,1.0256976506399906 VEGAMAG,0.005,0.1,0.22328264480639515 VEGAMAG,-0.39459091755186915 VEGAMAG
1.26,0.625,3.42,5.301035,4.21234,3.680167,4.460218,0.9735601,7.422719,648.836092246277,5.116701715826796,3.455667909419323e-06,1.5739647434231286e-09,0.0,LB,1.3498014279516912 VEGAMAG,0.005,0.1,0.32792653163113084 VEGAMAG,-0.45763369377321395 VEGAMAG
1.26,0.525,3.44,5.296224,3.961289,3.879606,4.43822,0.5273218,7.401231,259.1504695103195,4.240936795197206,1.5872487729218913e-06,4.3435617498416095e-10,0.0,LB,0.7115780413152428 VEGAMAG,0.005,0.1,0.2746226238694782 VEGAMAG,-0.06176129314771739 VEGAMAG
1.26,0.575,3.44,5.298513,4.089609,3.709751,4.45028,0.745903,7.417991,564.7236813523009,4.650519823964756,3.0692834668477923e-06,8.47178645213938e-10,0.0,LB,1.1861149641277335 VEGAMAG,0.005,0.1,0.2705473622832377 VEGAMAG,-0.43394390093020485 VEGAMAG
1.26,0.525,3.46,5.296383,3.960017,3.875109,4.438012,0.5264085,7.407924,264.89087627206084,4.238788037299679,1.6113838253673563e-06,4.3121216072329527e-10,0.0,LB,0.7118510473174045 VEGAMAG,0.005,0.1,0.26475748745633965 VEGAMAG,-0.07946305995740754 VEGAMAG
1.26,0.575,3.46,5.300861,4.087382,3.697735,4.449898,0.8170136,7.420913,597.804252386884,4.646788437059295,3.2244526213994398e-06,8.366831060799073e-10,0.0,LB,1.247841357761037 VEGAMAG,0.005,0.1,0.2900186397850657 VEGAMAG,-0.44673428619782074 VEGAMAG
1.24,0.425,2.7,5.229377,3.608823,4.912614,4.396327,0.076256,6.61631,2.0623905022745816,3.427808883799718,3.135811872046443e-06,6.114768223203047e-11,0.0,EB,8.45933004800351 VEGAMAG,0.005,0.1,16.624248060276518 VEGAMAG,18.56858550829625 VEGAMAG
1.24,0.475,2.7,5.230117,3.761571,4.904718,4.415061,0.08072962,6.624331,2.131289768163152,3.7490462662650055,3.0825703727821503e-06,1.4550201240803229e-10,0.0,EB,7.94152400096716 VEGAMAG,0.005,0.1,16.584775761172295 VEGAMAG,18.51913533250975 VEGAMAG
1.24,0.525,2.7,5.230651,3.905187,4.901594,4.430775,0.08314848,6.627978,2.164677484829724,4.114347787495788,3.06113159580286e-06,3.183904259801674e-10,0.0,EB,7.765751996713429 VEGAMAG,0.005,0.1,16.56344407624932 VEGAMAG,18.492529031436973 VEGAMAG
