log10(M_1i)(Msun),q_i(M_2i/M_1i),log10(P_i)(days),logL_1,logL_2,logT_1,logT_2,M_env_1,He_core_1,R_1(Rsun),R_2(Rsun),Mdot_w_1,Mdot_w_2,Mdot_rlo_2,case,"wfpc2,2,f450w,a2d7,cont#50180",Z,eps,"wfpc2,2,f606w,a2d7,cont#50180","wfpc2,2,f814w,a2d7,cont#50180"
1.12,0.925,2.94,4.958881,4.472286,3.788441,4.330078,0.2068169,4.612189,264.9823821411011,12.56715582214585,1.829936417043944e-06,9.979964581588507e-08,0.0,LB,1.7276724921081588 VEGAMAG,0.02,0.1,1.0597493158026339 VEGAMAG,0.545199176137231 VEGAMAG
1.12,0.975,2.94,4.9595,4.700002,3.757476,3.515151,0.2146244,4.616407,307.21399789571683,696.589622125651,2.077777313239692e-06,1.840610944216703e-06,0.0,LB,1.8178264319585524 VEGAMAG,0.02,0.1,1.0582380881463571 VEGAMAG,0.4732260889294726 VEGAMAG
1.12,0.725,2.96,4.946262,3.987497,4.122528,4.378336,0.1873664,4.533856,55.392376743691614,5.758833203718403,1.7569240993459589e-06,1.2542958923023176e-08,0.0,LB,2.022183196870846 VEGAMAG,0.02,0.1,1.9813500597471279 VEGAMAG,1.952696492966517 VEGAMAG
1.12,0.775,2.96,4.949054,4.105726,4.121318,4.380859,0.1847814,4.546536,55.89255978160147,6.522313955517332,1.758174593533126e-06,2.1359004143890937e-08,0.0,LB,2.01069747865932 VEGAMAG,0.02,0.1,1.9684931246908788 VEGAMAG,1.9387656770571993 VEGAMAG
1.12,0.825,2.96,4.961778,4.222458,3.812311,4.377107,0.2066008,4.626822,238.186421691912,7.5905072602204,1.6860094325505906e-06,3.57707462085408e-08,0.0,LB,1.660270978995072 VEGAMAG,0.02,0.1,1.058226411879375 VEGAMAG,0.5944108467021947 VEGAMAG
1.12,0.875,2.96,4.959607,4.344127,3.790433,4.365522,0.2088458,4.621281,263.5457396390427,9.210283535222178,1.8306908040907653e-06,6.027205511578588e-08,0.0,LB,1.7139452886921103 VEGAMAG,0.02,0.1,1.0516755845483439 VEGAMAG,0.5414763598030969 VEGAMAG
1.12,0.925,2.96,4.958293,4.472283,3.771549,4.330084,0.2093138,4.608172,287.94795597657946,12.56672177545675,1.959408555469325e-06,9.982147893553773e-08,0.0,LB,1.768144785795187 VEGAMAG,0.02,0.1,1.0511091947953344 VEGAMAG,0.4987866185932688 VEGAMAG
1.12,0.975,2.96,4.961334,4.699738,3.737482,3.51516,0.2239528,4.62658,337.30284167110653,696.3506735427572,2.2590820249833016e-06,1.8388021378365432e-06,0.0,LB,1.8954579440888664 VEGAMAG,0.02,0.1,1.0727674934117326 VEGAMAG,0.43935048527328324 VEGAMAG
1.12,0.725,2.98,4.946363,3.987092,4.115033,4.378238,0.1898265,4.539887,57.38217425819232,5.758727123067542,1.7530972157372329e-06,1.2519471619661666e-08,0.0,LB,1.9955863472685698 VEGAMAG,0.02,0.1,1.9461816765215723 VEGAMAG,1.9108168889657384 VEGAMAG
1.12,0.775,2.98,4.957809,4.103751,3.93319,4.380372,0.1904939,4.597164,137.21828908636817,6.522091690197851,1.0517414738274678e-06,2.115733682093205e-08,0.0,LB,1.5550896348890375 VEGAMAG,0.02,0.1,1.2299081756111918 VEGAMAG,0.9800204965339976 VEGAMAG
1.12,0.825,2.98,4.959887,4.222439,3.817722,4.377125,0.2046098,4.619556,231.812045938581,7.589708567292462,1.641243427758734e-06,3.577461758180825e-08,0.0,LB,1.6535118165082452 VEGAMAG,0.02,0.1,1.0658452709541266 VEGAMAG,0.6131118996921148 VEGAMAG
1.12,0.875,2.98,4.956827,4.344379,3.781744,4.365622,0.2067352,4.608414,272.96627924551507,9.20868039066554,1.870479703293943e-06,6.035996788030409e-08,0.0,LB,1.7498550544748204 VEGAMAG,0.02,0.1,1.0627129681186842 VEGAMAG,0.5333761885533284 VEGAMAG
1.12,0.925,2.98,4.958952,4.471972,3.748834,4.329954,0.2177809,4.615277,319.5920739161393,12.569760417124265,2.1461792912917887e-06,9.968527240967053e-08,0.0,LB,1.851817554211842 VEGAMAG,0.02,0.1,1.0653414223500035 VEGAMAG,0.4596934380861539 VEGAMAG
1.12,0.975,2.98,4.96364,4.699455,3.721988,3.515193,0.2339254,4.630939,363.43437321576783,696.022052738808,2.410782332135233e-06,1.8362508084242125e-06,0.0,LB,1.959318223238704 VEGAMAG,0.02,0.1,1.0855205547569247 VEGAMAG,0.4129671476890229 VEGAMAG
1.12,0.725,3.0,4.947915,3.986848,4.120979,4.378195,0.1869586,4.541392,56.02308238646938,5.758253761979044,1.7562162851961183e-06,1.2506131761856624e-08,0.0,LB,2.007886428796577 VEGAMAG,0.02,0.1,1.9652970343839438 VEGAMAG,1.9352680542916034 VEGAMAG
1.12,0.775,3.0,4.959629,4.102582,3.840937,4.380084,0.2031168,4.622038,207.96296466840093,6.521986567347337,1.4993775364676251e-06,2.1041224010317912e-08,0.0,LB,1.6159556772843697 VEGAMAG,0.02,0.1,1.0877262473103788 VEGAMAG,0.6808396420314977 VEGAMAG
1.12,0.825,3.0,4.960088,4.222236,3.787612,4.377087,0.2085051,4.619798,266.85417387060573,7.589262943655107,1.8476214689117565e-06,3.5746127493264375e-08,0.0,LB,1.7230453352762076 VEGAMAG,0.02,0.1,1.0527608795193988 VEGAMAG,0.5363936226621357 VEGAMAG
1.12,0.875,3.0,4.959796,4.344082,3.758561,4.365546,0.2144078,4.612088,305.11390481840505,9.208773687727009,2.0631794337330395e-06,6.028593486725346e-08,0.0,LB,1.8178420606742651 VEGAMAG,0.02,0.1,1.061588467023542 VEGAMAG,0.4791368754889147 VEGAMAG
1.12,0.925,3.0,4.96193,4.471437,3.726175,4.329727,0.2310464,4.633442,355.8197088655512,12.57514495748003,2.368241569650995e-06,9.944134734698345e-08,0.0,LB,1.9435055051014138 VEGAMAG,0.02,0.1,1.0837127385619594 VEGAMAG,0.42187753456592314 VEGAMAG
1.12,0.975,3.0,4.964133,4.69944,3.706626,3.51518,0.2525642,4.638892,390.41994865278383,696.0428875006758,2.570188641690336e-06,1.8361620199723757e-06,0.0,LB,2.0353723179046646 VEGAMAG,0.02,0.1,1.1089347921762682 VEGAMAG,0.39613975812821667 VEGAMAG
1.12,0.725,3.02,4.954226,3.985137,4.111491,4.377785,0.1791449,4.580754,58.98261185853325,5.757791046033607,1.7573246462545702e-06,1.2403978362995535e-08,0.0,LB,1.9597263539956322 VEGAMAG,0.02,0.1,1.9062056829707696 VEGAMAG,1.8676196133438672 VEGAMAG
1.12,0.775,3.02,4.961107,4.102366,3.813046,4.380053,0.2064353,4.621645,237.50622669605764,6.521286792697506,1.6786532669163128e-06,2.1023305437088622e-08,0.0,LB,1.6575170099661085 VEGAMAG,0.02,0.1,1.0574374036100065 VEGAMAG,0.5951360618795831 VEGAMAG
1.12,0.825,3.02,4.957036,4.222668,3.786631,4.37724,0.2059333,4.601504,266.7755352911115,7.587686869211104,1.83125574430304e-06,3.5829438319642795e-08,0.0,LB,1.7363217716867019 VEGAMAG,0.02,0.1,1.063236639532994 VEGAMAG,0.5447142967895102 VEGAMAG
1.12,0.875,3.02,4.959936,4.343654,3.739366,4.365434,0.2223691,4.622381,334.9970633940645,9.20896876645542,2.239484185773871e-06,6.017651044768066e-08,0.0,LB,1.883398846584372 VEGAMAG,0.02,0.1,1.0667897814812788 VEGAMAG,0.4380339513488607 VEGAMAG
1.12,0.925,3.02,4.963291,4.470954,3.705415,4.329518,0.2548517,4.647187,393.532858364192,12.58030006459954,2.592746161668542e-06,9.922680322938088e-08,0.0,LB,2.036713622141942 VEGAMAG,0.02,0.1,1.1060414043942024 VEGAMAG,0.3900122705847342 VEGAMAG
1.12,0.975,3.02,4.965569,4.699505,3.693093,3.515126,0.2685292,4.651607,416.4817733841846,696.275317506424,2.727313109295259e-06,1.837092397847656e-06,0.0,LB,2.1055627364726828 VEGAMAG,0.02,0.1,1.1310808231436198 VEGAMAG,0.38162230441039724 VEGAMAG
1.12,0.725,3.04,4.960046,3.983181,3.85701,4.377307,0.2022746,4.619531,192.3140438432846,5.757513964600727,1.4033467719762975e-06,1.2288729935113334e-08,0.0,LB,1.6043180117882683 VEGAMAG,0.02,0.1,1.115168091121297 VEGAMAG,0.7384534117615804 VEGAMAG
1.12,0.775,3.04,4.956163,4.102873,3.808514,4.380214,0.2022979,4.604294,240.72378312754591,6.520247780888482,1.6795618445805827e-06,2.1079145422365997e-08,0.0,LB,1.6837931250001514 VEGAMAG,0.02,0.1,1.0715383774738751 VEGAMAG,0.5998548838815065 VEGAMAG
1.12,0.825,3.04,4.959479,4.222161,3.75699,4.377119,0.2133996,4.611442,307.58347558412083,7.5874807107346625,2.075085520521385e-06,3.5749996202113375e-08,0.0,LB,1.8218925528511254 VEGAMAG,0.02,0.1,1.060807606913079 VEGAMAG,0.47464651713621353 VEGAMAG
1.12,0.875,3.04,4.960445,4.343329,3.722509,4.36535,0.2342393,4.627791,361.9903556748122,9.209083271111988,2.3956755470513617e-06,6.009675190612954e-08,0.0,LB,1.9602436218993935 VEGAMAG,0.02,0.1,1.0881965411307148 VEGAMAG,0.41698257559872554 VEGAMAG
1.12,0.925,3.04,4.964749,4.470835,3.69693,4.329467,0.2650251,4.647127,408.96769145969085,12.581516746308926,2.6798038085174757e-06,9.919048185150242e-08,0.0,LB,2.084781892969004 VEGAMAG,0.02,0.1,1.124083680808834 VEGAMAG,0.3851371361168987 VEGAMAG
1.12,0.975,3.04,4.967802,4.699513,3.672828,3.515074,0.3095193,4.66618,458.7625942930776,696.450091853266,2.9790582834253e-06,1.8375323769294492e-06,0.0,LB,2.222642814286424 VEGAMAG,0.02,0.1,1.1731909700644527 VEGAMAG,0.36665487296988264 VEGAMAG
1.12,0.725,3.06,4.958582,3.982989,3.830656,4.377292,0.2043235,4.618304,217.76646435622408,5.756631105052551,1.5551668849425496e-06,1.2279933077003648e-08,0.0,LB,1.6353080919944618 VEGAMAG,0.02,0.1,1.0812007409965885 VEGAMAG,0.6543466591780467 VEGAMAG
1.12,0.775,3.06,4.957225,4.102724,3.787894,4.380205,0.2049351,4.602414,265.6048493417748,6.519411586720648,1.8231693032242e-06,2.1068761164445496e-08,0.0,LB,1.7296077808597032 VEGAMAG,0.02,0.1,1.0601270808936847 VEGAMAG,0.5443783764725052 VEGAMAG
1.12,0.825,3.06,4.958628,4.221672,3.737285,4.377013,0.2228405,4.620676,337.3898397600186,7.586926905953251,2.2453135642477537e-06,3.567541222212527e-08,0.0,LB,1.8977227204470837 VEGAMAG,0.02,0.1,1.0743947249314845 VEGAMAG,0.4404891330619576 VEGAMAG
1.12,0.875,3.06,4.961931,4.342815,3.703707,4.365208,0.255265,4.63983,395.22098845040847,9.20965581575152,2.5923700777714134e-06,5.996543659089495e-08,0.0,LB,2.0537163697458927 VEGAMAG,0.02,0.1,1.1170499931410927 VEGAMAG,0.3964437701403012 VEGAMAG
1.12,0.925,3.06,4.965734,4.470507,3.684451,4.32932,0.2816575,4.656149,433.4000928246328,12.585283411708144,2.824353157397342e-06,9.905422399458161e-08,0.0,LB,2.156802932313171 VEGAMAG,0.02,0.1,1.150800488521737 VEGAMAG,0.37732364762360193 VEGAMAG
1.12,0.975,3.06,4.970523,4.698634,3.653419,3.515134,0.3592301,4.680394,502.7823227658623,695.5382206811261,3.237143859580889e-06,1.830543273788174e-06,0.0,LB,2.350723893822091 VEGAMAG,0.02,0.1,1.2259440490995632 VEGAMAG,0.3622335778673147 VEGAMAG
1.12,0.725,3.08,4.957983,3.983309,3.823917,4.377404,0.2018005,4.606073,224.82572367171815,5.755778863094104,1.5895529522510013e-06,1.2301469665055961e-08,0.0,LB,1.6457064805818045 VEGAMAG,0.02,0.1,1.074254956835623 VEGAMAG,0.63402370496347 VEGAMAG
1.12,0.775,3.08,4.958954,4.102146,3.75873,4.380092,0.2129494,4.611321,305.0647302304921,6.518471934547954,2.0597475739439865e-06,2.1015900325254212e-08,0.0,LB,1.8158775983714803 VEGAMAG,0.02,0.1,1.0601425614553883 VEGAMAG,0.47808919865454436 VEGAMAG
1.12,0.825,3.08,4.961745,4.221201,3.718665,4.376906,0.2373785,4.628215,368.9062388767452,7.586542585702069,2.435667493191296e-06,3.560434494884805e-08,0.0,LB,1.9763107099681798 VEGAMAG,0.02,0.1,1.091294594666512 VEGAMAG,0.41015890390909915 VEGAMAG
1.12,0.875,3.08,4.966696,4.342161,3.690134,4.365025,0.2728316,4.656313,422.6063321060036,9.210514699454183,2.7638661056801265e-06,5.979584397256081e-08,0.0,LB,2.120721768227991 VEGAMAG,0.02,0.1,1.1355217502948234 VEGAMAG,0.37789291199365804 VEGAMAG
1.12,0.925,3.08,4.967974,4.469838,3.658139,4.329017,0.3448979,4.673506,491.15887958934,12.59313908632512,3.16077804469425e-06,9.875566095378097e-08,0.0,LB,2.3207057034279845 VEGAMAG,0.02,0.1,1.2145694988673639 VEGAMAG,0.3649924259913606 VEGAMAG
1.12,0.975,3.08,4.96965,4.699262,3.646142,3.51504,0.3784532,4.683247,519.6452956844853,696.3618974799742,3.3313863351753795e-06,1.8358238175792805e-06,0.0,LB,2.4053130186562366 VEGAMAG,0.02,0.1,1.2513731298663355 VEGAMAG,0.3655801080502563 VEGAMAG
1.12,0.675,3.1,4.961801,3.863152,3.807766,4.369047,0.2056297,4.626771,243.1952006078605,5.20881940178725,1.714450695077484e-06,7.115132630251597e-09,0.0,LB,1.6708244513054293 VEGAMAG,0.02,0.1,1.056546400241678 VEGAMAG,0.5833040269970213 VEGAMAG
1.12,0.725,3.1,4.954808,3.983518,3.804574,4.377487,0.2021819,4.595955,246.22491715610352,5.754950599530843,1.7051948015943451e-06,1.2316377736295369e-08,0.0,LB,1.6834132357299958 VEGAMAG,0.02,0.1,1.0604572205030571 VEGAMAG,0.5805292911216053 VEGAMAG
1.12,0.775,3.1,4.959774,4.101654,3.738183,4.379997,0.2225159,4.617739,335.9479536279824,6.517631465903021,2.240489949118823e-06,2.0971427819779692e-08,0.0,LB,1.8941559636952188 VEGAMAG,0.02,0.1,1.0737316146292675 VEGAMAG,0.4420514353840588 VEGAMAG
1.12,0.825,3.1,4.964068,4.220566,3.700375,4.376757,0.2591615,4.641415,401.7103302051016,7.586224662754176,2.6322188809419102e-06,3.5506511079343305e-08,0.0,LB,2.069934917658831 VEGAMAG,0.02,0.1,1.1215027104370812 VEGAMAG,0.3919152081565047 VEGAMAG
1.12,0.875,3.1,4.96719,4.341579,3.667825,4.36485,0.3192724,4.667916,469.6885790449226,9.21175545065764,3.036756711568112e-06,5.964554345874469e-08,0.0,LB,2.254515796928893 VEGAMAG,0.02,0.1,1.1859824633566718 VEGAMAG,0.3649461603674331 VEGAMAG
1.12,0.925,3.1,4.968976,4.469415,3.647974,4.328828,0.3734149,4.681337,515.6096062071365,12.597953470904985,3.3026001782207477e-06,9.857663748584697e-08,0.0,LB,2.3902770798933393 VEGAMAG,0.02,0.1,1.243726261374558 VEGAMAG,0.36352615039352276 VEGAMAG
1.12,0.975,3.1,4.971882,4.698823,3.647657,3.515045,0.3708278,4.695816,517.4912369839576,695.9916030548287,3.341488724642906e-06,1.8325971211886784e-06,0.0,LB,2.387889199043994 VEGAMAG,0.02,0.1,1.2400621179218252 VEGAMAG,0.3588958520369945 VEGAMAG
1.12,0.675,3.12,4.959004,3.863401,3.838013,4.369143,0.2018904,4.612724,211.1713517803758,5.208005089827263,1.5117918508692864e-06,7.125149809260258e-09,0.0,LB,1.6163985784170043 VEGAMAG,0.02,0.1,1.080880206645507 VEGAMAG,0.6683683500910176 VEGAMAG
1.12,0.725,3.12,4.958391,3.982736,3.765211,4.377328,0.2105003,4.60789,295.6099173403579,5.753987313305512,2.003429203088794e-06,1.2273148809935493e-08,0.0,LB,1.796117858743873 VEGAMAG,0.02,0.1,1.0601049049698852 VEGAMAG,0.4931992568929522 VEGAMAG
1.12,0.775,3.12,4.961475,4.1008,3.715956,4.379813,0.2407706,4.633604,373.2802394165759,6.516729583504715,2.4637010012068865e-06,2.0892047279930636e-08,0.0,LB,1.9912871293104262 VEGAMAG,0.02,0.1,1.0970570187461104 VEGAMAG,0.40887507286131775 VEGAMAG
1.12,0.825,3.12,4.966182,4.219621,3.68002,4.376524,0.2924173,4.661094,443.1584145876352,7.586102388244851,2.8839385344338357e-06,3.5359083527243575e-08,0.0,LB,2.1800684275003035 VEGAMAG,0.02,0.1,1.1576459249851667 VEGAMAG,0.37166896166528574 VEGAMAG
1.12,0.875,3.12,4.9686,4.340949,3.651432,4.364681,0.3649825,4.677702,506.9661936932111,9.212228464774032,3.253628772741125e-06,5.9487675628710346e-08,0.0,LB,2.3669963882190634 VEGAMAG,0.02,0.1,1.2343047027618503 VEGAMAG,0.36459982007878255 VEGAMAG
1.12,0.925,3.12,4.970127,4.468725,3.647171,4.328533,0.3731213,4.690813,518.477602234778,12.60509142583784,3.3348323056261225e-06,9.827589327199753e-08,0.0,LB,2.392227664873199 VEGAMAG,0.02,0.1,1.242442019068093 VEGAMAG,0.3597932528751546 VEGAMAG
1.12,0.975,3.12,4.970885,4.698903,3.649342,3.515004,0.3635074,4.695163,513.8673210742046,696.1855422372385,3.3204198386991967e-06,1.833466587807944e-06,0.0,LB,2.373840474869997 VEGAMAG,0.02,0.1,1.2327861580955868 VEGAMAG,0.35674756981438405 VEGAMAG
1.12,0.675,3.14,4.953776,3.864387,3.857506,4.369419,0.1960682,4.586714,191.12654098689117,5.207308408498619,1.3727106401595315e-06,7.160725075339847e-09,0.0,LB,1.6122638231805198 VEGAMAG,0.02,0.1,1.1242935975391721 VEGAMAG,0.7484901184843851 VEGAMAG
1.12,0.725,3.14,4.958558,3.982091,3.741054,4.377209,0.2199511,4.616791,331.38435418111,5.752869202521991,2.211322067976084e-06,1.2238579125005914e-08,0.0,LB,1.882887035097487 VEGAMAG,0.02,0.1,1.0717026303851096 VEGAMAG,0.4471051043972962 VEGAMAG
1.12,0.775,3.14,4.962033,4.100303,3.700221,4.379721,0.2594708,4.640325,402.3972462280298,6.515782816316496,2.630916108230406e-06,2.084846092463629e-08,0.0,LB,2.068618061988321 VEGAMAG,0.02,0.1,1.1196397676596304 VEGAMAG,0.3896354586141526 VEGAMAG
1.12,0.825,3.14,4.966793,4.219238,3.666568,4.376451,0.3235141,4.663273,471.6110801854915,7.585281453292222,3.0426219919079818e-06,3.5305063747341564e-08,0.0,LB,2.2666377046822337 VEGAMAG,0.02,0.1,1.1932737991830744 VEGAMAG,0.36856855459454607 VEGAMAG
1.12,0.875,3.14,4.972802,4.340403,3.646938,4.364536,0.3766725,4.682347,518.6459608338413,9.212589074810754,3.30987048350951e-06,5.935331770960369e-08,0.0,LB,2.3955881698081827 VEGAMAG,0.02,0.1,1.2448628266907047 VEGAMAG,0.36150270680849084 VEGAMAG
1.12,0.925,3.14,4.972012,4.468088,3.649412,4.328276,0.3631751,4.694993,513.123612356818,12.61072339699811,3.3149730344533907e-06,9.800494741807438e-08,0.0,LB,2.3757702478207876 VEGAMAG,0.02,0.1,1.234996665738215 VEGAMAG,0.35917069667045665 VEGAMAG
1.12,0.975,3.14,4.973996,4.699397,3.651849,3.514877,0.3541259,4.699634,508.3291325384001,696.9875170282113,3.3008820042607358e-06,1.8380444082891224e-06,0.0,LB,2.3539625516804144 VEGAMAG,0.02,0.1,1.2229344336170866 VEGAMAG,0.35448974234819297 VEGAMAG
1.12,0.625,3.16,4.958657,3.737495,3.851753,4.35813,0.2007554,4.613259,197.11560167803185,4.739642662544326,1.4270855214143007e-06,4.004875318608671e-09,0.0,LB,1.6094601636623296 VEGAMAG,0.02,0.1,1.1077106658183955 VEGAMAG,0.7212659272008037 VEGAMAG
1.12,0.675,3.16,4.955507,3.863512,3.79326,4.36925,0.2048556,4.598695,259.0591880410755,5.206107121958032,1.7822802722789151e-06,7.1324050691990075e-09,0.0,LB,1.7151823104265418 VEGAMAG,0.02,0.1,1.0608864843608856 VEGAMAG,0.5568249968622607 VEGAMAG
1.12,0.725,3.16,4.960402,3.981493,3.724127,4.377101,0.2330177,4.62327,358.8335155699481,5.751784418846329,2.373793848136008e-06,1.2206917235236412e-08,0.0,LB,1.955345289264101 VEGAMAG,0.02,0.1,1.088720329304489 VEGAMAG,0.4216558037900997 VEGAMAG
1.12,0.775,3.16,4.96679,4.099251,3.680627,4.379496,0.2925752,4.657218,441.7758793380716,6.514630676702298,2.874021416064434e-06,2.0751619709054265e-08,0.0,LB,2.1770019449063893 VEGAMAG,0.02,0.1,1.1568393503443142 VEGAMAG,0.372582219179477 VEGAMAG
1.12,0.825,3.16,4.969635,4.218303,3.648815,4.376228,0.3718318,4.677543,513.3469664914255,7.584939132199259,3.2855039979799423e-06,3.5161791957251426e-08,0.0,LB,2.3851954464205303 VEGAMAG,0.02,0.1,1.2420258592520117 VEGAMAG,0.3643856099092424 VEGAMAG
1.12,0.875,3.16,4.970168,4.339561,3.648344,4.364307,0.3656085,4.690773,515.1254417908509,9.213386709500954,3.315934932926481e-06,5.9139684049230154e-08,0.0,LB,2.385876605929813 VEGAMAG,0.02,0.1,1.2408141200301381 VEGAMAG,0.3617408504046771 VEGAMAG
1.12,0.925,3.16,4.970516,4.467667,3.650977,4.328127,0.3560987,4.693395,509.93873232870703,12.613307978288097,3.2937982919338114e-06,9.783877355019295e-08,0.0,LB,2.362169112244119 VEGAMAG,0.02,0.1,1.2276603556781307 VEGAMAG,0.35657916362160536 VEGAMAG
1.12,0.975,3.16,4.973902,4.698802,3.642039,3.514905,0.385525,4.709007,532.653763617496,696.424434156309,3.4460692460056886e-06,1.8334412577059168e-06,0.0,LB,2.423679141459533 VEGAMAG,0.02,0.1,1.2530726530101144 VEGAMAG,0.35467133197535583 VEGAMAG
1.12,0.625,3.18,4.956632,3.737246,3.85558,4.358107,0.2003373,4.609343,193.427402590762,4.73877730650968,1.4003513035412609e-06,4.0008843702975805e-09,0.0,LB,1.6076841358598315 VEGAMAG,0.02,0.1,1.115124295787988 VEGAMAG,0.7357760010257897 VEGAMAG
1.12,0.675,3.18,4.958481,3.862887,3.761,4.369139,0.2118524,4.605488,301.4858960347231,5.205021167313324,2.0345389098506974e-06,7.112790218554268e-09,0.0,LB,1.8104963547105979 VEGAMAG,0.02,0.1,1.0617056538099012 VEGAMAG,0.4849851192946353 VEGAMAG
1.12,0.725,3.18,4.961538,3.980774,3.704514,4.376967,0.2539547,4.633018,393.59629347884993,5.750564778255409,2.576338953660116e-06,1.216872285286264e-08,0.0,LB,2.0502239754317007 VEGAMAG,0.02,0.1,1.11639284223926 VEGAMAG,0.39795151121774675 VEGAMAG
1.12,0.775,3.18,4.96761,4.098428,3.659457,4.379333,0.3408023,4.669268,487.5296126805123,6.513354259938146,3.1338990301767333e-06,2.0678022330908024e-08,0.0,LB,2.314393956675973 VEGAMAG,0.02,0.1,1.2134261381062128 VEGAMAG,0.36776916114262703 VEGAMAG
1.12,0.825,3.18,4.973287,4.217534,3.648262,4.376053,0.3706604,4.685098,516.7018303727025,7.584326136601994,3.303824732575884e-06,3.504612454515744e-08,0.0,LB,2.380668494047271 VEGAMAG,0.02,0.1,1.2352762816405627 VEGAMAG,0.355953366862084 VEGAMAG
1.12,0.875,3.18,4.971435,4.338587,3.651659,4.364056,0.3559577,4.695394,508.6054387809684,9.213698569500174,3.2920013148444032e-06,5.8893721730885994e-08,0.0,LB,2.3560640884108865 VEGAMAG,0.02,0.1,1.22427818338267 VEGAMAG,0.35525943569022056 VEGAMAG
1.12,0.925,3.18,4.973222,4.466756,3.645772,4.32771,0.3727249,4.705873,523.4232382961663,12.62432016109994,3.391282743591406e-06,9.74439768663326e-08,0.0,LB,2.3960544874213916 VEGAMAG,0.02,0.1,1.2406183081664923 VEGAMAG,0.35369301479173276 VEGAMAG
1.12,0.975,3.18,4.975413,4.698874,3.60951,3.514846,0.5377114,4.722751,619.6407914754963,696.6634080497175,3.931796212644574e-06,1.8343280195291807e-06,0.0,LB,2.6898521369999937 VEGAMAG,0.02,0.1,1.3811889417369794 VEGAMAG,0.3787275086248676 VEGAMAG
1.12,0.625,3.2,4.95312,3.738285,3.877376,4.358397,0.1944821,4.584038,175.141877104155,4.7381150285073454,1.2745855776838706e-06,4.022027169443126e-09,0.0,LB,1.586059081850597 VEGAMAG,0.02,0.1,1.1440916244776256 VEGAMAG,0.8038332606542753 VEGAMAG
1.12,0.675,3.2,4.96053,3.862064,3.730292,4.368987,0.225943,4.618385,348.7891768213959,5.203746119068551,2.312922068942444e-06,7.086780801938284e-09,0.0,LB,1.9266250311438438 VEGAMAG,0.02,0.1,1.080462239862967 VEGAMAG,0.42906305868535277 VEGAMAG
1.12,0.725,3.2,4.965837,3.979443,3.684494,4.376693,0.284426,4.654574,433.215513131178,5.748995914281317,2.8219804451830425e-06,1.2096145440003731e-08,0.0,LB,2.157036318085368 VEGAMAG,0.02,0.1,1.151192368020293 VEGAMAG,0.3778362090001586 VEGAMAG
1.12,0.775,3.2,4.972436,4.097399,3.649296,4.379125,0.3708578,4.681082,513.5384902719462,6.511877168536269,3.2791252094640973e-06,2.0585527491240336e-08,0.0,LB,2.3760291461496053 VEGAMAG,0.02,0.1,1.234790323179189 VEGAMAG,0.3586119991218306 VEGAMAG
1.12,0.825,3.2,4.970348,4.21661,3.649656,4.375849,0.3602434,4.688641,512.483632944268,7.583358717287705,3.299536978946649e-06,3.4908565283868774e-08,0.0,LB,2.3742457073597456 VEGAMAG,0.02,0.1,1.2344503710559307 VEGAMAG,0.35936528127901046 VEGAMAG
1.12,0.875,3.2,4.972953,4.3377,3.65279,4.363814,0.3494347,4.701387,505.9959025182049,9.214564195419436,3.2905311012903465e-06,5.8673095295618276e-08,0.0,LB,2.347720564916086 VEGAMAG,0.02,0.1,1.2204402162117756 VEGAMAG,0.35483498284322956 VEGAMAG
1.12,0.925,3.2,4.975301,4.465868,3.611224,4.327325,0.5282947,4.720802,614.960186825054,12.633800072948668,3.901530443061553e-06,9.706664075775752e-08,0.0,LB,2.673921406727735 VEGAMAG,0.02,0.1,1.3728014370397545 VEGAMAG,0.3760075775348104 VEGAMAG
1.12,0.975,3.2,4.976544,4.699026,3.59983,3.514768,0.6023202,4.730075,648.6463819461069,697.0581350203727,4.098453386217401e-06,1.8360859190021283e-06,0.0,LB,2.775759989086597 VEGAMAG,0.02,0.1,1.42391708189065 VEGAMAG,0.38905441604798807 VEGAMAG
1.12,0.625,3.22,4.955228,3.737696,3.810417,4.358303,0.2015904,4.589025,238.6003080281293,4.736959809569284,1.6578567428833686e-06,4.011649671250839e-09,0.0,LB,1.6796648076560716 VEGAMAG,0.02,0.1,1.0725398197250913 VEGAMAG,0.6048090094598868 VEGAMAG
1.12,0.675,3.22,4.959973,3.861246,3.715077,4.368843,0.241334,4.625893,374.8599129532645,5.20230367800638,2.4639336003152485e-06,7.061256702920418e-09,0.0,LB,1.995332787418117 VEGAMAG,0.02,0.1,1.098099792755416 VEGAMAG,0.407621845432834 VEGAMAG
1.12,0.725,3.22,4.967047,3.978771,3.665718,4.376579,0.3250905,4.660569,473.0401459645623,5.747574376943823,3.046589914129665e-06,1.2061629944065796e-08,0.0,LB,2.2742952909267578 VEGAMAG,0.02,0.1,1.197656636806439 VEGAMAG,0.37046446849294146 VEGAMAG
1.12,0.775,3.22,4.970253,4.096405,3.649769,4.378928,0.3633702,4.68643,512.1875291883451,6.510323959726684,3.2959832805790946e-06,2.0497316163601e-08,0.0,LB,2.3735403738785656 VEGAMAG,0.02,0.1,1.2341979000819503 VEGAMAG,0.3594557911767715 VEGAMAG
